check,reward,mib,reward_value,seed
Wind Crystal Knight,Power Wrist,,0.0,599972
Wind Crystal BlueMage,Leather Cap,,0.0,599972
Wind Crystal BlackMage,GuardOff->Hammer->MghtyGrd,,0.0,599972
Wind Crystal WhiteMage,Mythril Staff,,0.0,599972
Wind Crystal Monk,Comet->Meteo,,0.0,599972
Wind Crystal Thief,Sylph->Crbnkl->Phenix->Syldra,,0.0,599972
Fire Crystal Mediator,Observe,,0.0,599972
Fire Crystal Geomancer,Hide,,0.0,599972
Fire Crystal Ninja,Haste->Exit->Hast2->Quick,,0.0,599972
Black Choco Crystals Bard,Fire Rod,,0.0,599972
Black Choco Crystals Hunter,Venom Axe,,0.0,599972
Earth Crystal Samurai,Broadsword,,0.0,599972
Earth Crystal Dragoon,Elixir,,0.0,599972
Earth Crystal Chemist,Flametongue,,0.0,599972
Earth Crystal Dancer,Agility,,,599972
Leviathan Esper Levia,Thief's Glove,,0.0,599972
Titan Titan,AntiMagic Bow,,0.0,599972
Carbuncle Crbnkl,Mute->Psych->Holy Sword,,0.0,599972
Syldra Syldra,Thief Knife,,0.0,599972
Odin Odin,Black Ability Progressive,,0.0,599972
Phoenix Phenix,Javelin,,0.0,599972
Bahamut Bahmut,Pray,,0.0,599972
Life (or Strength) Song from Crescent Town bard Vitality,Red1->Red2->Red3->X-Magic,,0.0,599972
Temptation Song at Lix Charm,Strength,,0.0,599972
Love Song at Istory Love,DiamndPlt,,0.0,599972
Requiem Song at Kelb Requiem,Freelancer Job Crystal,,0.0,599972
Speed Song at Surgate Speed,Elixir,,0.0,599972
Magic Song at Ancient Library Magic,Kaiser Knuckles,,0.0,599972
Power Song from Crescent Town Power,FrogSong->TinySong->MoonFlut,,0.0,599972
Hero Song from Crescent Town Hero,Catch,,0.0,599972
"Fork Tower, two Magics Holy",Fire Black Magic Progressive,,0.0,599972
"Fork Tower, two Magics Flare",Animals->Aim->X-Fight,,0.0,599972
Meteo Meteo,Mute->Psych->Holy Sword,,0.0,599972
"5 potions in Wind Shrine, bottom left guy Potion",GuardOff->Hammer->MghtyGrd,,0.0,599972
"8 potions, Pirate after Torna Canal Key acquired Potion",Staff,,0.0,599972
Chancellor at Tycoon Healing Staff,Dream Harp,,0.0,599972
Magisa & Forza Mythril Helm,Mute->Size->Bersk,,0.0,599972
CornaJar at Kelb CornaJar,Kunai,,0.0,599972
Ribbon from girl in Rugor Ribbon,Slow->Stop->Slow2,,0.0,599972
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Bolt Sword Magic Progressive,,0.0,599972
12 Kuzar Events Assassin,DarkSuit,,0.0,599972
12 Kuzar Events Apollo's Harp,FrogSong->TinySong->MoonFlut,,0.0,599972
12 Kuzar Events Excalibur,Monk Job Crystal,,0.0,599972
12 Kuzar Events Flame Whip,Mirage Vest,,0.0,599972
12 Kuzar Events Earth Bell,Earth Hammer,,0.0,599972
12 Kuzar Events Holy Lance,Life->Life2,,0.0,599972
12 Kuzar Events Masamune,DarkMatter,,0.0,599972
12 Kuzar Events Wizard Rod,Genji Shield,,0.0,599972
12 Kuzar Events Rune Axe,White Ability Progressive,,0.0,599972
12 Kuzar Events Sage's Staff,Golden Helm,,0.0,599972
12 Kuzar Events Sasuke,Shiva->Ramuh->Ifrit->Bahmut,,0.0,599972
12 Kuzar Events Yoichi Bow,Mimic Job Crystal,,0.0,599972
Shiva Shiva,Speed Drink,,0.0,599972
Ifrit Ifrit,Phoenix Down,,0.0,599972
Water Crystal Samurai,Flame Scroll,,0.0,599972
Water Crystal Berserker,Capture,,0.0,599972
Water Crystal MysticKnight,Slow->Stop->Slow2,,0.0,599972
Water Crystal TimeMage,Vampire->MindBlst->WhiteWind,,0.0,599972
Water Crystal Summoner,Slumber Sword,,0.0,599972
Brave Blade Brave Blade,Armor->Shell->Wall->Dispel,,0.0,599972
Chicken Knife Chicken Knife,Vampire->MindBlst->WhiteWind,,0.0,599972
Tycoon Castle Cabin Cabin,LuckMallet,,0.0,599972
Walse Tower Chest GoGo,Leather Shield,,0.0,599972
Pyramid Top Pyramid Tablet,Rune Axe,,0.0,599972
Toad Event Toad,Eyedrop,,0.0,599972
Aegis Shield Chest Aegis Shield,Ice Bow,,0.0,599972
Lone Wolf Barrel Cabin,Red1->Red2->Red3->X-Magic,,0.0,599972
Lone Wolf Chest Thunder Whip,Shiva->Ramuh->Ifrit->Bahmut,,0.0,599972
Moat Item Epee,DblLance,,0.0,599972
Shop Backdoor Lamia Harp,????->Fusion->Exploder->DrkShock,,0.0,599972
Top of the Falls Magic Lamp,Plumed Hat,,0.0,599972
Wind Shrine Chest Broadsword,9000 gil,,9000.0,599972
Beginner's House Chest Ether,Venom Rod,,0.0,599972
Beginner's House Chest 100,MP +X%,,0.0,599972
Beginner's House Chest Potion,Dimen Ability Progressive,,0.0,599972
Beginner's House Chest Phoenix Down,Silver Plate,,0.0,599972
Beginner's House Chest Tent,Thunder Rod,,0.0,599972
Beginner's House Chest Leather Shoes,Tent,,0.0,599972
Pirate's Cave Chest Leather Cap,Black Ability Progressive,,0.0,599972
Pirate's Cave Chest Tent,Leather Shield,,0.0,599972
Pirate's Cave Chest Ether,Sylph->Crbnkl->Phenix->Syldra,,0.0,599972
Pirate's Cave Chest 300,Chocob->Titan->Golem->Odin,,0.0,599972
Wind Shrine Chest Tent,Antidote,,0.0,599972
Wind Shrine Chest Leather Cap,Magic->Love@Song,,0.0,599972
Wind Shrine Chest Staff,Slow->Stop->Slow2,,0.0,599972
Tule Barrel 150,Circlet,,0.0,599972
Tule Box Leather Shoes,1000 gil,,1000.0,599972
Tule Barrel Potion,9900 gil,,9900.0,599972
Tule Box Tent,Speed->Requiem Song,,0.0,599972
Tule Bush Phoenix Down,Dagger,MIB,0.0,599972
Ship Graveyard Chest Flail,Ice Black Magic Progressive,,0.0,599972
Ship Graveyard Chest Phoenix Down,25000 gil,,25000.0,599972
Ship Graveyard Chest Tent,Magus,,0.0,599972
Ship Graveyard Box 990,RegalCut,,0.0,599972
Ship Graveyard Chest Potion,Mirage Vest,,0.0,599972
Ship Graveyard Chest Antidote,10000 gil,,10000.0,599972
Carwen Barrel Antidote,Brave Blade,,0.0,599972
Carwen Box Ice Rod,Ice Rod,,0.0,599972
Carwen Pot 1000,12000 gil,,12000.0,599972
North Mountain Chest Soft,12000 gil,,12000.0,599972
North Mountain Chest Phoenix Down,Thunder Whip,,0.0,599972
Walse Town Pot Glasses,Ice Rod,,0.0,599972
Tycoon Castle Pot Hi-Potion,Tame,,0.0,599972
Tycoon Castle Pot Ether,Thornlet,,0.0,599972
Tycoon Castle Barrel Elixir,RegalCut,,0.0,599972
Tycoon Castle Barrel Phoenix Down,GuardOff->Hammer->MghtyGrd,,0.0,599972
Tycoon Castle Barrel Cabin,Dimen Ability Progressive,,0.0,599972
Tycoon Castle Pot Elixir,Darkness Bow,,0.0,599972
Tycoon Castle Pot Phoenix Down,Ice Shield,,0.0,599972
Tycoon Castle Pot Maiden's Kiss,Terrain,,0.0,599972
Tycoon Castle Chest Shuriken,DiamndPlt,,0.0,599972
Tycoon Castle Chest Giyaman,1000 gil,,1000.0,599972
Tycoon Castle Chest Katana,10000 gil,,10000.0,599972
Walse Castle Chest Elf Cape,Whip,,0.0,599972
Walse Castle Pot 1000,Sage's Staff,,0.0,599972
Walse Castle Pot Drag,Bizen,,0.0,599972
Walse Castle Box 490,1000 gil,,1000.0,599972
Walse Castle Barrel Tent,10000 gil,,10000.0,599972
Walse Castle Barrel Phoenix Down,25000 gil,,25000.0,599972
Walse Tower Chest Silk robe,Speed Drink,,0.0,599972
Walse Tower Chest Maiden's Kiss,Lamia's Harp,,0.0,599972
Walse Tower Chest Silver Armlet,2000 gil,,2000.0,599972
Walse Tower Chest Ether,Shoat,,0.0,599972
Tycoon Meteor Chest Phoenix Down,Phoenix Down,,0.0,599972
Karnak Castle Chest Gungnir,IceBrand,MIB,0.0,599972
Karnak Castle Chest Thunder Scroll,Fire Rod,MIB,0.0,599972
Karnak Castle Chest 2000,Morning Star,MIB,0.0,599972
Karnak Castle Chest Elixir,Dragon's Whisker,MIB,0.0,599972
Karnak Castle Chest Ribbon,Revivify,,0.0,599972
Karnak Castle Chest Shuriken,Thunder Rod,MIB,0.0,599972
Karnak Castle Chest Elf Cape,DoomCut,MIB,0.0,599972
Karnak Castle Chest Guardian,Partisan,MIB,0.0,599972
Karnak Town Barrel Fire Rod,Ice Bow,,0.0,599972
Steamship Chest Cabin,4900 gil,,4900.0,599972
Steamship Chest Phoenix Down,Mythril Staff,,0.0,599972
Steamship Chest Elixir,Geomancer Job Crystal,,0.0,599972
Steamship Chest GrnBeret,Dragoon Job Crystal,,0.0,599972
Steamship Chest Thief's Glove,2000 gil,,2000.0,599972
Ancient Library Chest Ether,????->Fusion->Exploder->DrkShock,,0.0,599972
Ancient Library Chest Phoenix Down,490 gil,,490.0,599972
Ancient Library Chest Stealth Suit,5000 gil,,5000.0,599972
Jacole Cave Chest Shuriken,5000 gil,,5000.0,599972
Jacole Cave Chest Tent,L4Qrter->L3Flare->L2Old->L5Doom,,0.0,599972
Ruined City Chest Shuriken,100 gil,,100.0,599972
Ruined City Chest Size,15000 gil,,15000.0,599972
Flying Lonka Ruins Chest Golden Armor,Venom->Drain->Break,,0.0,599972
Flying Lonka Ruins Chest Elixir,Trident,,0.0,599972
Flying Lonka Ruins Chest Phoenix Down,Chocob->Titan->Golem->Odin,,0.0,599972
Flying Lonka Ruins Chest Golden Shield,Animals->Aim->X-Fight,,0.0,599972
Steamship Chest Mythril Glove,150 gil,,150.0,599972
Steamship Chest Full Moon,Rod,,0.0,599972
Flying Lonka Ruins Chest Hi-Potion,Samurai Job Crystal,,0.0,599972
Flying Lonka Ruins Chest 5000,Power Drink,,0.0,599972
Flying Lonka Ruins Chest Shuriken,150 gil,,150.0,599972
Flying Lonka Ruins Chest Ancient Sword,Ancient Sword,,0.0,599972
Flying Lonka Ruins Chest Full Moon,Drink,,0.0,599972
Flying Lonka Ruins Chest Power Wrist,12000 gil,,12000.0,599972
Flying Lonka Ruins Chest Ether,10000 gil,,10000.0,599972
Flying Lonka Ruins Chest Cabin,1000 gil,,1000.0,599972
Exdeath's Castle Chest Ether,GrnBeret,,0.0,599972
Exdeath's Castle Chest Diamond Shield,Equip Bows,,0.0,599972
Exdeath's Castle Chest Ice Shield,Bronze Helm,,0.0,599972
Exdeath's Castle Chest Elixir,9000 gil,,9000.0,599972
Exdeath's Castle Chest Gale Bow,Leather Shoes,,0.0,599972
Exdeath's Castle Chest IceBrand,Sleep->Psych->Doom,,0.0,599972
Exdeath's Castle Chest Kotetsu,Dragoon Lance,,0.0,599972
Exdeath's Castle Chest 9900,Air Blade,,0.0,599972
Exdeath's Castle Chest 8000,Fire Sword Magic Progressive,,0.0,599972
Exdeath's Castle Chest DblLance,Cotton Robe,,0.0,599972
Exdeath's Castle Chest Partisan,Leather Shield,,0.0,599972
Exdeath's Castle Chest Pinwheel,Assassin,,0.0,599972
Moogle Cave Chest 4400,Cursed Shield,,0.0,599972
Moogle Cave Chest Phoenix Down,Lamia's Harp,,0.0,599972
Moogle Village Chest Cabin,Mythril Glove,,0.0,599972
Moogle Village Chest Dancing Dagger,Angel Ring,,0.0,599972
Moogle Village Chest 1,MgcSword Ability Progressive,,0.0,599972
Moogle Village Chest 10000,8000 gil,,8000.0,599972
Moogle Village Chest Phoenix Down,2000 gil,,2000.0,599972
Moogle Village Chest Ether,Tempest,,0.0,599972
Moogle Village Chest Elf Cape,5000 gil,,5000.0,599972
Bal Castle Chest Angel Gwn,Angel Gwn,,0.0,599972
Bal Castle Chest Hero Drink,4400 gil,,4400.0,599972
Bal Castle Chest Exit,Mute->Size->Bersk,,0.0,599972
Hiryuu Valley Skull Bone Mail,Eyedrop,,0.0,599972
Hiryuu Valley Chest 5000,Golden Armor,,0.0,599972
Hiryuu Valley Chest Cabin,Masamune,,0.0,599972
Hiryuu Valley Chest 7000,Bard Job Crystal,,0.0,599972
Hiryuu Valley Chest Coronet,20000 gil,,20000.0,599972
Hiryuu Valley Chest Air Blade,Fire Black Magic Progressive,,0.0,599972
Hiryuu Valley Chest Phoenix Down,Equip Shield,,0.0,599972
Surgate Castle Chest 5000,Bolt Black Magic Progressive,,0.0,599972
Surgate Castle Chest Float,CornaJar,,0.0,599972
Barrier Tower Chest Drain Sword,Angel Ring,,0.0,599972
Barrier Tower Chest 9000,Angel Gwn,MIB,0.0,599972
Barrier Tower Chest 18000,RuneEdge,,0.0,599972
Barrier Tower Chest Gold Hairpin,Crystal Helm,MIB,0.0,599972
Mua Town Barrel Guardian,Guardian,,0.0,599972
Mua Forest Chest 2500,Magic->Love@Song,,0.0,599972
Mua Forest Chest Ether,12000 gil,,12000.0,599972
Mua Forest Chest 4900,100 gil,,100.0,599972
Mua Forest Chest Phoenix Down,12000 gil,,12000.0,599972
Mua Forest Chest 9500,Giant's Gloves,,0.0,599972
Mua Forest Chest Soot,Angel Gwn,,0.0,599972
Mua Forest Chest Flametongue,Equip Ribbon,,0.0,599972
Mua Forest Chest Cabin,Cabin,,0.0,599972
Mua Forest Chest Giant Drink,Rune Chime,,0.0,599972
Mua Forest Chest Elixir,Antdt->Image->Heal,,0.0,599972
Mua Forest Chest Morning Star,8000 gil,,8000.0,599972
Solitary Island Chest Ether,Protect Drink,MIB,0.0,599972
Solitary Island Chest DragonFang,Flame Ring,,0.0,599972
Pyramid Chest Elixir,Golem,MIB,0.0,599972
Pyramid Chest Black Robe,Excalibur,MIB,0.0,599972
Pyramid Chest Thornlet,Elven Bow,MIB,0.0,599972
Pyramid Chest DarkMatter,Leather Cap,,0.0,599972
Pyramid Chest Crystal Armor,Katana,MIB,0.0,599972
Pyramid Chest Cursed Ring,Flirt,,0.0,599972
Pyramid Chest Ice Shield,Flametongue,,0.0,599972
Pyramid Chest Flame Shield,Training Suit,,0.0,599972
Pyramid Chest White Robe,Giant's Gloves,MIB,0.0,599972
Pyramid Chest DarkSuit,Speed Drink,,0.0,599972
Pyramid Chest 9000,Bolt Black Magic Progressive,,0.0,599972
Pyramid Chest 8000,Protect Drink,,0.0,599972
Pyramid Chest Earth Hammer,Elf Cape,,0.0,599972
Pyramid Chest 10000,Fire Rod,MIB,0.0,599972
Pyramid Chest Cabin,Coral Sword,,0.0,599972
Pyramid Chest 12000,Phoenix Down,,0.0,599972
Pyramid Chest Guard Ring,Darkness Bow,MIB,0.0,599972
Pyramid Chest Ribbon,Diamond Helm,MIB,0.0,599972
Pyramid Chest Gold Hairpin,Soot,MIB,0.0,599972
Solitary Island Chest 12000,Dbl Grip,,0.0,599972
Solitary Island Chest Hi-Potion,Darkness Bow,,0.0,599972
Solitary Island Chest Protect Drink,Image,,0.0,599972
Solitary Island Chest BeastKiller,Fire Black Magic Progressive,,0.0,599972
Solitary Island Chest RisingSun,Plumed Hat,,0.0,599972
Solitary Island Chest Guard Ring,Magic Lamp,,0.0,599972
Solitary Island Chest Crystal Helm,Leather Armor,,0.0,599972
Solitary Island Chest 9000,Flash->Time Slip->DethClaw,,0.0,599972
Solitary Island Chest Elixir,990 gil,,990.0,599972
Solitary Island Chest DarkMatter,Wind Spear,,0.0,599972
Solitary Island Chest Circlet,Wonder Wand,MIB,0.0,599972
Fork Tower L. Chest Ether,9500 gil,,9500.0,599972
Fork Tower L. Chest Wonder Wand,Whip,,0.0,599972
Fork Tower R. Chest Hi-Potion,Revive,,0.0,599972
Fork Tower R. Chest Defender Sword,8000 gil,,8000.0,599972
Great Trench Chest Water Scroll,Sleep->Bio->Flare Sword,,0.0,599972
