shop_name,shop_type,item,seed
Tule Weapon,01,Bard's Surplice,4133134
Tule Weapon,01,Phoenix Down,4133134
Tule Weapon,01,Mirage Vest,4133134
Tule Weapon,01,Shuriken,4133134
Tule Weapon,01,Maiden's Kiss,4133134
Tule Weapon,01,Revivify,4133134
Tule Weapon,01,None,4133134
Tule Weapon,01,None,4133134
Tule Armor,00,Condemn,4133134
Tule Armor,00,Golem,4133134
Tule Armor,00,Magic,4133134
Tule Armor,00,None,4133134
Tule Armor,00,None,4133134
Tule Armor,00,None,4133134
Tule Armor,00,None,4133134
Tule Armor,00,None,4133134
Tule Inn,01,Crystal Helm,4133134
Tule Inn,01,Sage's Staff,4133134
Tule Inn,01,Spear,4133134
Tule Inn,01,Power Staff,4133134
Tule Inn,01,Antidote,4133134
Tule Inn,01,Soft,4133134
Tule Inn,01,Soft,4133134
Tule Inn,01,None,4133134
Tule Magic,01,Running Shoes,4133134
Tule Magic,01,Mage Masher,4133134
Tule Magic,01,Diamond Helm,4133134
Tule Magic,01,Orialcon,4133134
Tule Magic,01,Tricorn Hat,4133134
Tule Magic,01,Killer Bow,4133134
Tule Magic,01,Phoenix Down,4133134
Tule Magic,01,Tent,4133134
Carwen Weapon,07,MP +30%,4133134
Carwen Weapon,07,Evade,4133134
Carwen Weapon,07,Summoner,4133134
Carwen Weapon,07,Dimen Lv.5,4133134
Carwen Weapon,07,None,4133134
Carwen Weapon,07,None,4133134
Carwen Weapon,07,None,4133134
Carwen Weapon,07,None,4133134
Carwen Armor,01,Diamond Helm,4133134
Carwen Armor,01,White Robe,4133134
Carwen Armor,01,Hero Drink,4133134
Carwen Armor,01,Darkness Bow,4133134
Carwen Armor,01,Eyedrop,4133134
Carwen Armor,01,Cabin,4133134
Carwen Armor,01,None,4133134
Carwen Armor,01,None,4133134
Carwen Inn,00,Blowfish,4133134
Carwen Inn,00,Ice,4133134
Carwen Inn,00,Slow2,4133134
Carwen Inn,00,Slow,4133134
Carwen Inn,00,L5 Doom,4133134
Carwen Inn,00,None,4133134
Carwen Inn,00,None,4133134
Carwen Inn,00,None,4133134
Carwen Magic,07,MgcSwrd Lv.4,4133134
Carwen Magic,07,RedMage,4133134
Carwen Magic,07,Control,4133134
Carwen Magic,07,Black Lv.4,4133134
Carwen Magic,07,None,4133134
Carwen Magic,07,None,4133134
Carwen Magic,07,None,4133134
Carwen Magic,07,None,4133134
Worus Weapon,00,Meteo,4133134
Worus Weapon,00,Bolt3,4133134
Worus Weapon,00,Drain,4133134
Worus Weapon,00,None,4133134
Worus Weapon,00,None,4133134
Worus Weapon,00,None,4133134
