shop_name,value
Bal/Kelb Armor,2.0
Bal/Kelb Weapon,2.0
Carwen Armor,2.0714285714285716
Carwen Inn,2.0476190476190474
Carwen Magic,2.1333333333333333
Carwen Weapon,1.6363636363636365
Common World 1 Inn,1.875
Common World 2 Inn 1,2.5294117647058822
Common World 2 Inn 2,2.2222222222222223
Common World 2 Magic 1,2.3
Common World 2 Magic 2,1.9
Common World 2 Magic 3,1.8333333333333333
Crescent Armor,2.25
Crescent Weapon,2.0714285714285716
Dwarf Armor,2.0714285714285716
Dwarf Magic,2.0
Dwarf Weapon,2.2857142857142856
Istory Relic,1.6842105263157894
Jacole Armor,1.631578947368421
Jacole Weapon,1.3846153846153846
Karnak Armor,2.2
Karnak Magic 1,2.1052631578947367
Karnak Magic 2,2.0555555555555554
Karnak Magic 3,2.0
Karnak Weapon 1,2.1
Karnak Weapon 2,2.3125
Kelb Armor,1.5
Kelb Weapon,2.1176470588235294
Lix Armor,1.7857142857142858
Lix Guild,2.111111111111111
Lix Inn,2.5789473684210527
Lix Magic,2.5
Mirage Armor,2.0
Mirage Guild,2.4347826086956523
Mirage Inn 1,2.142857142857143
Mirage Inn 2,2.2083333333333335
Mirage Magic 1,2.217391304347826
Mirage Magic 2,2.0714285714285716
Mirage Relic,1.8666666666666667
Mirage Weapon,2.066666666666667
Mua Armor,2.238095238095238
Mua Magic 1,2.1818181818181817
Mua Magic 2,2.4761904761904763
Mua Magic 3,2.111111111111111
Mua Weapon,2.1666666666666665
Rugor Armor,2.1875
Rugor Weapon,2.642857142857143
Surgate Armor,2.0833333333333335
Surgate Weapon,2.1875
Tule Armor,2.357142857142857
Tule Inn,1.9333333333333333
Tule Magic,2.2083333333333335
Tule Weapon,2.1176470588235294
Worus Armor,2.1904761904761907
Worus Magic,2.0833333333333335
Worus Weapon,2.411764705882353
