shop_name,value
Bal/Kelb Armor,2.180451127819549
Bal/Kelb Weapon,2.1875
Carwen Armor,2.051282051282051
Carwen Inn,2.3576642335766422
Carwen Magic,2.3125
Carwen Weapon,2.0
Common World 1 Inn,2.2753623188405796
Common World 2 Inn 1,2.248062015503876
Common World 2 Inn 2,2.201550387596899
Common World 2 Magic 1,2.0789473684210527
Common World 2 Magic 2,2.0759493670886076
Common World 2 Magic 3,2.0555555555555554
Crescent Armor,1.9137931034482758
Crescent Weapon,2.064516129032258
Dwarf Armor,2.0841121495327104
Dwarf Magic,2.152542372881356
Dwarf Weapon,1.8383838383838385
Istory Relic,2.0481927710843375
Jacole Armor,2.038095238095238
Jacole Weapon,2.048
Karnak Armor,2.2583333333333333
Karnak Magic 1,1.98
Karnak Magic 2,2.2100840336134455
Karnak Magic 3,2.2169811320754715
Karnak Weapon 1,2.173228346456693
Karnak Weapon 2,1.9456521739130435
Kelb Armor,1.9532710280373833
Kelb Weapon,2.134453781512605
Lix Armor,2.054054054054054
Lix Guild,2.109375
Lix Inn,2.3130434782608695
Lix Magic,2.175438596491228
Mirage Armor,2.1160714285714284
Mirage Guild,2.106194690265487
Mirage Inn 1,2.125
Mirage Inn 2,2.046511627906977
Mirage Magic 1,2.049586776859504
Mirage Magic 2,2.108527131782946
Mirage Relic,2.088
Mirage Weapon,2.0964912280701755
Mua Armor,2.236842105263158
Mua Magic 1,2.096296296296296
Mua Magic 2,2.1166666666666667
Mua Magic 3,2.1048387096774195
Mua Weapon,1.975609756097561
Rugor Armor,2.1487603305785123
Rugor Weapon,2.188679245283019
Surgate Armor,2.129032258064516
Surgate Weapon,2.0
Tule Armor,2.0388349514563107
Tule Inn,2.042105263157895
Tule Magic,2.2720588235294117
Tule Weapon,1.9673913043478262
Worus Armor,2.153225806451613
Worus Magic,2.036697247706422
Worus Weapon,2.0549450549450547
