check,reward,mib,reward_value,seed
Wind Crystal Knight,Bolt Sword Magic Progressive,,0.0,9107864
Wind Crystal BlueMage,FrogSong->TinySong->MoonFlut,,0.0,9107864
Wind Crystal BlackMage,Escape,,0.0,9107864
Wind Crystal WhiteMage,Hide,,0.0,9107864
Wind Crystal Monk,Diamond Armor,,4000.0,9107864
Wind Crystal Thief,MgcSword Ability Progressive,,0.0,9107864
Fire Crystal Mediator,Strength,,2250.0,9107864
Fire Crystal Geomancer,Murasume,,10000.0,9107864
Fire Crystal Ninja,Kunai,,300.0,9107864
Black Choco Crystals Bard,Dimen Ability Progressive,,0.0,9107864
Black Choco Crystals Hunter,Golden Shield,,1500.0,9107864
Earth Crystal Samurai,GrnBeret,,1250.0,9107864
Earth Crystal Dragoon,Mythril Glove,,300.0,9107864
Earth Crystal Chemist,Broadsword,,140.0,9107864
Earth Crystal Dancer,Sing,,0.0,9107864
Leviathan Esper Levia,Void->Demi->Qrter->Old,,0.0,9107864
Titan Titan,Medicine,,0.0,9107864
Carbuncle Crbnkl,Fire Black Magic Progressive,,0.0,9107864
Syldra Syldra,Condemn->Roulette->AquaRake,,0.0,9107864
Odin Odin,Bolt Black Magic Progressive,,0.0,9107864
Phoenix Phenix,Tent,,125.0,9107864
Bahamut Bahmut,Iron Shield,,195.0,9107864
Life (or Strength) Song from Crescent Town bard Vitality,Counter,,0.0,9107864
Temptation Song at Lix Charm,Iron Shield,,195.0,9107864
Love Song at Istory Love,Ogre Killer,,1600.0,9107864
Requiem Song at Kelb Requiem,Wall Ring,,10000.0,9107864
Speed Song at Surgate Speed,Smoke,,0.0,9107864
Magic Song at Ancient Library Magic,Kunai,,300.0,9107864
Power Song from Crescent Town Power,Kaiser Knuckles,,7500.0,9107864
Hero Song from Crescent Town Hero,White Ability Progressive,,0.0,9107864
"Fork Tower, two Magics Holy",Rod,,100.0,9107864
"Fork Tower, two Magics Flare",Flame Whip,,10000.0,9107864
Meteo Meteo,Dragoon Lance,,15000.0,9107864
