shop_name,shop_type,item,seed
Tule Weapon,01,Giant Drink,9107864
Tule Weapon,01,Masamune,9107864
Tule Weapon,01,ManEater,9107864
Tule Weapon,01,Javelin,9107864
Tule Weapon,01,Revivify,9107864
Tule Weapon,01,None,9107864
Tule Weapon,01,None,9107864
Tule Weapon,01,None,9107864
Tule Armor,01,Aegis Shield,9107864
Tule Armor,01,Circlet,9107864
Tule Armor,01,Air Lance,9107864
Tule Armor,01,Iron Armor,9107864
Tule Armor,01,Eyedrop,9107864
Tule Armor,01,None,9107864
Tule Armor,01,None,9107864
Tule Armor,01,None,9107864
Tule Inn,00,Chocob,9107864
Tule Inn,00,L2 Old,9107864
Tule Inn,00,None,9107864
Tule Inn,00,None,9107864
Tule Inn,00,None,9107864
Tule Inn,00,None,9107864
Tule Inn,00,None,9107864
Tule Inn,00,None,9107864
Tule Magic,01,Mythril Helm,9107864
Tule Magic,01,DragonFang,9107864
Tule Magic,01,Full Moon,9107864
Tule Magic,01,Elixir,9107864
Tule Magic,01,Dream Harp,9107864
Tule Magic,01,Tiger Mask,9107864
Tule Magic,01,LuckMallet,9107864
Tule Magic,01,None,9107864
Carwen Weapon,07,Preemptive,9107864
Carwen Weapon,07,Freelancer,9107864
Carwen Weapon,07,Equip Ribbon,9107864
Carwen Weapon,07,BlackMage,9107864
Carwen Weapon,07,None,9107864
Carwen Weapon,07,None,9107864
Carwen Weapon,07,None,9107864
Carwen Weapon,07,None,9107864
Carwen Armor,01,Epee Sword,9107864
Carwen Armor,01,War Hammer,9107864
Carwen Armor,01,Power Wrist,9107864
Carwen Armor,01,Soft,9107864
Carwen Armor,01,Golden Helm,9107864
Carwen Armor,01,None,9107864
Carwen Armor,01,None,9107864
Carwen Armor,01,None,9107864
Carwen Inn,01,Thornlet,9107864
Carwen Inn,01,Angel Gwn,9107864
Carwen Inn,01,Revivify,9107864
Carwen Inn,01,Tent,9107864
Carwen Inn,01,Lumina Robe,9107864
Carwen Inn,01,Drain Sword,9107864
Carwen Inn,01,Silver Armlet,9107864
Carwen Inn,01,Silver Bow,9107864
Carwen Magic,00,Life,9107864
Carwen Magic,00,Antdt,9107864
Carwen Magic,00,Life2,9107864
