check,reward,mib,reward_value,seed
Wind Crystal Knight,Guardian,,1300,9108847
Wind Crystal BlueMage,Ice Shield,,20000,9108847
Wind Crystal BlackMage,Staff of Light,,1350,9108847
Wind Crystal WhiteMage,Thief's Glove,,1500,9108847
Wind Crystal Monk,L4Qrter->L3Flare->L2Old->L5Doom,,0,9108847
Wind Crystal Thief,Soot,,50,9108847
Fire Crystal Mediator,Plumed Hat,,175,9108847
Fire Crystal Geomancer,Conjure,,0,9108847
Fire Crystal Ninja,Equip Spears,,0,9108847
Black Choco Crystals Bard,Vampire->MindBlst->WhiteWind,,0,9108847
Black Choco Crystals Hunter,Brawl,,0,9108847
Earth Crystal Samurai,Protect Drink,,55,9108847
Earth Crystal Dragoon,Comet->Meteo,,0,9108847
Earth Crystal Chemist,Control,,0,9108847
Earth Crystal Dancer,Equip Katana,,0,9108847
Leviathan Esper Levia,Scan->Charm->Holy,,0,9108847
Titan Titan,Thunder Bow,,1250,9108847
Carbuncle Crbnkl,Sylph->Crbnkl->Phenix->Syldra,,0,9108847
Syldra Syldra,Iron Armor,,250,9108847
Odin Odin,Thunder Bow,,1250,9108847
Phoenix Phenix,Cure White Magic Progressive,,0,9108847
Bahamut Bahmut,White Ability Progressive,,0,9108847
Life (or Strength) Song from Crescent Town bard Vitality,Fire Black Magic Progressive,,0,9108847
Temptation Song at Lix Charm,Ether,,750,9108847
Love Song at Istory Love,Giant Drink,,55,9108847
Requiem Song at Kelb Requiem,CornaJar,,5000,9108847
Speed Song at Surgate Speed,Medicine,,0,9108847
Magic Song at Ancient Library Magic,L4Qrter->L3Flare->L2Old->L5Doom,,0,9108847
Power Song from Crescent Town Power,Dagger,,150,9108847
Hero Song from Crescent Town Hero,Drink,,0,9108847
"Fork Tower, two Magics Holy",Summon Ability Progressive,,0,9108847
"Fork Tower, two Magics Flare",Magus,,1500,9108847
Meteo Meteo,Sleep->Bio->Flare Sword,,0,9108847
"5 potions in Wind Shrine, bottom left guy Potion",Rune Axe,,10000,9108847
"8 potions, Pirate after Torna Canal Key acquired Potion",Mythril Helm,,275,9108847
Chancellor at Tycoon Healing Staff,Scan->Charm->Holy,,0,9108847
Magisa & Forza Mythril Helm,IceBrand,,5500,9108847
CornaJar at Kelb CornaJar,Sylph->Crbnkl->Phenix->Syldra,,0,9108847
Ribbon from girl in Rugor Ribbon,Mythril Knife,,225,9108847
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Dagger,,150,9108847
12 Kuzar Events Assassin,Armor->Shell->Wall->Dispel,,0,9108847
12 Kuzar Events Apollo's Harp,Power Drink,,55,9108847
12 Kuzar Events Excalibur,Sleep->Psych->Doom,,0,9108847
12 Kuzar Events Flame Whip,Rainbow Dress,,2900,9108847
12 Kuzar Events Earth Bell,IceBrand,,5500,9108847
12 Kuzar Events Holy Lance,Black Robe,,4000,9108847
12 Kuzar Events Masamune,GbnPnch->Emision->Missle->Blwfsh,,0,9108847
12 Kuzar Events Wizard Rod,DiamndPlt,,3000,9108847
12 Kuzar Events Rune Axe,BlueMage Job Crystal,,0,9108847
12 Kuzar Events Sage's Staff,Diamond Armlet,,2000,9108847
12 Kuzar Events Sasuke,Red1->Red2->Red3->X-Magic,,0,9108847
12 Kuzar Events Yoichi Bow,Ice Black Magic Progressive,,0,9108847
Shiva Shiva,MP +X%,,0,9108847
Ifrit Ifrit,Chocob->Titan->Golem->Odin,,0,9108847
Water Crystal Samurai,Iron Helm,,175,9108847
Water Crystal Berserker,Hero Drink,,55,9108847
Water Crystal MysticKnight,Chain Whip,,1650,9108847
Water Crystal TimeMage,Spear,,50,9108847
Water Crystal Summoner,Ether,,750,9108847
Brave Blade Brave Blade,Summon Ability Progressive,,0,9108847
Chicken Knife Chicken Knife,Haste->Exit->Hast2->Quick,,0,9108847
Tycoon Castle Cabin Cabin,Wizard Rod,,10000,9108847
Walse Tower Chest GoGo,Fire Black Magic Progressive,,0,9108847
Pyramid Top Pyramid Tablet,Leather Cap,,25,9108847
Toad Event Toad,Silver Armlet,,250,9108847
Aegis Shield Chest Aegis Shield,Equip Whips,,0,9108847
Lone Wolf Barrel Cabin,HP +X%,,0,9108847
Lone Wolf Chest Thunder Whip,Flametongue,,5000,9108847
Moat Item Epee,Giant Drink,,55,9108847
Shop Backdoor Lamia Harp,MgcSword Ability Progressive,,0,9108847
Top of the Falls Magic Lamp,Mute->Size->Bersk,,0,9108847
Wind Shrine Chest Broadsword,Gungnir,,4050,9108847
Beginner's House Chest Ether,Dimen Ability Progressive,,0,9108847
Beginner's House Chest 100,Berserk,,0,9108847
Beginner's House Chest Potion,9000 gil,,9000,9108847
Beginner's House Chest Phoenix Down,Ice Sword Magic Progressive,,0,9108847
Beginner's House Chest Tent,Regen->Float->Reset->Xzone,,0,9108847
Beginner's House Chest Leather Shoes,Ancient Sword,,2100,9108847
Pirate's Cave Chest Leather Cap,15000 gil,,15000,9108847
Pirate's Cave Chest Tent,1000 gil,,1000,9108847
Pirate's Cave Chest Ether,8000 gil,,8000,9108847
Pirate's Cave Chest 300,Freelancer Job Crystal,,0,9108847
Wind Shrine Chest Tent,9000 gil,,9000,9108847
Wind Shrine Chest Leather Cap,Flirt,,0,9108847
Wind Shrine Chest Staff,FrogSong->TinySong->MoonFlut,,0,9108847
Tule Barrel 150,1000 gil,,1000,9108847
Tule Box Leather Shoes,Protect Drink,,55,9108847
Tule Barrel Potion,GilToss,,0,9108847
Tule Box Tent,Thunder Bow,MIB,1250,9108847
Tule Bush Phoenix Down,Gale Bow,,4250,9108847
Ship Graveyard Chest Flail,300 gil,,300,9108847
Ship Graveyard Chest Phoenix Down,Bolt Black Magic Progressive,,0,9108847
Ship Graveyard Chest Tent,Summon Ability Progressive,,0,9108847
Ship Graveyard Box 990,1000 gil,,1000,9108847
Ship Graveyard Chest Potion,Genji Gloves,,7500,9108847
Ship Graveyard Chest Antidote,Rod,,100,9108847
Carwen Barrel Antidote,Air Blade,,50,9108847
Carwen Box Ice Rod,Katana,,2900,9108847
Carwen Pot 1000,Rune Axe,,10000,9108847
North Mountain Chest Soft,Whip,,550,9108847
North Mountain Chest Phoenix Down,Venom->Drain->Break,,0,9108847
Walse Town Pot Glasses,Cotton Robe,,150,9108847
Tycoon Castle Pot Hi-Potion,Bronze Helm,,125,9108847
Tycoon Castle Pot Ether,Ether,,750,9108847
