check,reward,mib,reward_value,seed
Wind Crystal Knight,DblLance,,5400.0,6074317
Wind Crystal BlueMage,Summon Ability Progressive,,0.0,6074317
Wind Crystal BlackMage,OmegaMedl,,0.0,6074317
Wind Crystal WhiteMage,Venom->Drain->Break Sword,,0.0,6074317
Wind Crystal Monk,Mute->Psych->Holy Sword,,0.0,6074317
Wind Crystal Thief,Flame Ring,,25000.0,6074317
Fire Crystal Mediator,Excalibur,,10000.0,6074317
Fire Crystal Geomancer,Life->Life2,,0.0,6074317
Fire Crystal Ninja,Ice Bow,,1250.0,6074317
Black Choco Crystals Bard,Power Drink,,55.0,6074317
Black Choco Crystals Hunter,Regen->Float->Reset->Xzone,,0.0,6074317
Earth Crystal Samurai,TurtleShell,,75.0,6074317
Earth Crystal Dragoon,Mediator Job Crystal,,0.0,6074317
Earth Crystal Chemist,Void->Demi->Qrter->Old,,0.0,6074317
Earth Crystal Dancer,Bizen,,4400.0,6074317
Leviathan Esper Levia,Silver Bow,,750.0,6074317
Titan Titan,Silk robe,,250.0,6074317
Carbuncle Crbnkl,Javelin,,50.0,6074317
Syldra Syldra,Javelin,,50.0,6074317
Odin Odin,Fire Black Magic Progressive,,0.0,6074317
Phoenix Phenix,Mythril Knife,,225.0,6074317
Bahamut Bahmut,Bolt Sword Magic Progressive,,0.0,6074317
Life (or Strength) Song from Crescent Town bard Vitality,Slow->Stop->Slow2,,0.0,6074317
Temptation Song at Lix Charm,Diamond Armor,,4000.0,6074317
Love Song at Istory Love,Void->Demi->Qrter->Old,,0.0,6074317
Requiem Song at Kelb Requiem,Lamia's Tiara,,1250.0,6074317
Speed Song at Surgate Speed,Thief's Glove,,1500.0,6074317
Magic Song at Ancient Library Magic,Tempest,,15000.0,6074317
Power Song from Crescent Town Power,Equip Spears,,0.0,6074317
Hero Song from Crescent Town Hero,White Ability Progressive,,0.0,6074317
"Fork Tower, two Magics Holy",Genji Helm,,12500.0,6074317
"Fork Tower, two Magics Flare",Mantra,,0.0,6074317
Meteo Meteo,Sleep->Bio->Flare Sword,,0.0,6074317
"5 potions in Wind Shrine, bottom left guy Potion",Guard Ring,,15000.0,6074317
"8 potions, Pirate after Torna Canal Key acquired Potion",Revivify,,75.0,6074317
Chancellor at Tycoon Healing Staff,Golden Helm,,1750.0,6074317
Magisa & Forza Mythril Helm,Flash->Time Slip->DethClaw,,0.0,6074317
CornaJar at Kelb CornaJar,Scan->Charm->Holy,,0.0,6074317
Ribbon from girl in Rugor Ribbon,Sage's Staff,,10000.0,6074317
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Battle Axe,,325.0,6074317
12 Kuzar Events Assassin,Trident,,1350.0,6074317
12 Kuzar Events Apollo's Harp,Chicken Knife,,12500.0,6074317
12 Kuzar Events Excalibur,Knife,,75.0,6074317
12 Kuzar Events Flame Whip,Shiva->Ramuh->Ifrit->Bahmut,,0.0,6074317
12 Kuzar Events Earth Bell,Barrier,,0.0,6074317
12 Kuzar Events Holy Lance,Silver Armlet,,250.0,6074317
12 Kuzar Events Masamune,Silver Harp,,400.0,6074317
12 Kuzar Events Wizard Rod,Preemptive,,0.0,6074317
12 Kuzar Events Rune Axe,WhiteMage Job Crystal,,0.0,6074317
12 Kuzar Events Sage's Staff,Golem,,0.0,6074317
12 Kuzar Events Sasuke,Coral Ring,,25000.0,6074317
12 Kuzar Events Yoichi Bow,Brawl,,0.0,6074317
Shiva Shiva,White Robe,,4000.0,6074317
Ifrit Ifrit,Summon Ability Progressive,,0.0,6074317
Water Crystal Samurai,Katana,,2900.0,6074317
Water Crystal Berserker,Flame Scroll,,100.0,6074317
Water Crystal MysticKnight,Toad->Bio->Flare,,0.0,6074317
Water Crystal TimeMage,Partisan,,5100.0,6074317
Water Crystal Summoner,GrnBeret,,1250.0,6074317
Brave Blade Brave Blade,Masamune,,10000.0,6074317
Chicken Knife Chicken Knife,Chicken Knife,,12500.0,6074317
Tycoon Castle Cabin Cabin,Hide,,0.0,6074317
Walse Tower Chest GoGo,Drink,,0.0,6074317
Pyramid Top Pyramid Tablet,Revive,,0.0,6074317
Toad Event Toad,Venom Axe,,4800.0,6074317
Aegis Shield Chest Aegis Shield,Cursed Shield,,5000.0,6074317
Lone Wolf Barrel Cabin,Remora->Shoat->Levia,,0.0,6074317
Lone Wolf Chest Thunder Whip,Partisan,,5100.0,6074317
Moat Item Epee,Bolt Black Magic Progressive,,0.0,6074317
Shop Backdoor Lamia Harp,Fire Sword Magic Progressive,,0.0,6074317
Top of the Falls Magic Lamp,Bolt Sword Magic Progressive,,0.0,6074317
Wind Shrine Chest Broadsword,Crystal Armor,,6000.0,6074317
Beginner's House Chest Ether,Iron Shield,,195.0,6074317
Beginner's House Chest 100,Shoat,MIB,0.0,6074317
Beginner's House Chest Potion,Life->Life2,,0.0,6074317
Beginner's House Chest Phoenix Down,Shiva->Ramuh->Ifrit->Bahmut,,0.0,6074317
Beginner's House Chest Tent,Sage's Staff,,10000.0,6074317
Beginner's House Chest Leather Shoes,CornaJar,,5000.0,6074317
Pirate's Cave Chest Leather Cap,Revivify,,75.0,6074317
Pirate's Cave Chest Tent,Silk robe,,250.0,6074317
