shop_name,shop_type,item,seed
Tule Weapon,01,Avis Killer,3806906
Tule Weapon,01,Diamond Helm,3806906
Tule Weapon,01,Thornlet,3806906
Tule Weapon,01,Ether,3806906
Tule Weapon,01,TurtleShell,3806906
Tule Weapon,01,TurtleShell,3806906
Tule Weapon,01,Antidote,3806906
Tule Weapon,01,Eyedrop,3806906
Tule Armor,00,Golem,3806906
Tule Armor,00,Comet,3806906
Tule Armor,00,FrogSong,3806906
Tule Armor,00,None,3806906
Tule Armor,00,None,3806906
Tule Armor,00,None,3806906
Tule Armor,00,None,3806906
Tule Armor,00,None,3806906
Tule Inn,00,Blowfish,3806906
Tule Inn,00,Scan,3806906
Tule Inn,00,None,3806906
Tule Inn,00,None,3806906
Tule Inn,00,None,3806906
Tule Inn,00,None,3806906
Tule Inn,00,None,3806906
Tule Inn,00,None,3806906
Tule Magic,01,Iron Helm,3806906
Tule Magic,01,Full Moon,3806906
Tule Magic,01,Plumed Hat,3806906
Tule Magic,01,Tent,3806906
Tule Magic,01,Dagger,3806906
Tule Magic,01,Phoenix Down,3806906
Tule Magic,01,HiPotion,3806906
Tule Magic,01,Ether,3806906
Carwen Weapon,07,TimeMage,3806906
Carwen Weapon,07,Mimic,3806906
Carwen Weapon,07,Dimen Lv.2,3806906
Carwen Weapon,07,Ninja,3806906
Carwen Weapon,07,None,3806906
Carwen Weapon,07,None,3806906
Carwen Weapon,07,None,3806906
Carwen Weapon,07,None,3806906
Carwen Armor,00,Shell,3806906
Carwen Armor,00,Meteo,3806906
Carwen Armor,00,Bio,3806906
Carwen Armor,00,Venom,3806906
Carwen Armor,00,Haste,3806906
Carwen Armor,00,None,3806906
Carwen Armor,00,None,3806906
Carwen Armor,00,None,3806906
Carwen Inn,01,Soot,3806906
Carwen Inn,01,Silver Plate,3806906
Carwen Inn,01,Epee Sword,3806906
Carwen Inn,01,GrnBeret,3806906
Carwen Inn,01,Power Drink,3806906
Carwen Inn,01,Ice Shield,3806906
Carwen Inn,01,Silk robe,3806906
Carwen Inn,01,Leather Shoes,3806906
Carwen Magic,01,LuckMallet,3806906
Carwen Magic,01,Mythril Helm,3806906
Carwen Magic,01,Thor Hammer,3806906
Carwen Magic,01,Yoichi Bow,3806906
Carwen Magic,01,Soft,3806906
Carwen Magic,01,Training Suit,3806906
Carwen Magic,01,Tent,3806906
Carwen Magic,01,Diamond Armor,3806906
Worus Weapon,00,Magic,3806906
Worus Weapon,00,Holy,3806906
Worus Weapon,00,Bersk,3806906
Worus Weapon,00,None,3806906
Worus Weapon,00,None,3806906
Worus Weapon,00,None,3806906
Worus Weapon,00,None,3806906
Worus Weapon,00,None,3806906
Worus Armor,07,Hunter,3806906
Worus Armor,07,HP +20%,3806906
Worus Armor,07,Summon Lv.1,3806906
Worus Armor,07,Throw,3806906
Worus Armor,07,None,3806906
Worus Armor,07,None,3806906
Worus Armor,07,None,3806906
Worus Armor,07,None,3806906
Worus Magic,00,Emission,3806906
Worus Magic,00,Bahmut,3806906
Worus Magic,00,Psych,3806906
Worus Magic,00,Roulette,3806906
Worus Magic,00,Hast2,3806906
Worus Magic,00,None,3806906
Worus Magic,00,None,3806906
Worus Magic,00,None,3806906
Karnak Weapon 1,07,Barrier,3806906
Karnak Weapon 1,07,DmgFloor,3806906
Karnak Weapon 1,07,White Lv.5,3806906
Karnak Weapon 1,07,Cover,3806906
Karnak Weapon 1,07,None,3806906
Karnak Weapon 1,07,None,3806906
Karnak Weapon 1,07,None,3806906
Karnak Weapon 1,07,None,3806906
Karnak Weapon 2,01,Silver Plate,3806906
Karnak Weapon 2,01,Kaiser Knuckles,3806906
Karnak Weapon 2,01,Iron Helm,3806906
Karnak Weapon 2,01,Guardian,3806906
Karnak Weapon 2,01,Phoenix Down,3806906
Karnak Weapon 2,01,TurtleShell,3806906
Karnak Weapon 2,01,Cabin,3806906
Karnak Weapon 2,01,None,3806906
Karnak Armor,07,Berserker,3806906
Karnak Armor,07,BuildUp,3806906
Karnak Armor,07,Dbl Grip,3806906
Karnak Armor,07,Geomancer,3806906
Karnak Armor,07,None,3806906
Karnak Armor,07,None,3806906
Karnak Armor,07,None,3806906
Karnak Armor,07,None,3806906
Common World 1 Inn,07,Red Lv.2,3806906
Common World 1 Inn,07,Drink,3806906
Common World 1 Inn,07,RedMage,3806906
Common World 1 Inn,07,Black Lv.2,3806906
Common World 1 Inn,07,None,3806906
Common World 1 Inn,07,None,3806906
Common World 1 Inn,07,None,3806906
Common World 1 Inn,07,None,3806906
Karnak Magic 1,01,Rod,3806906
Karnak Magic 1,01,Lumina Robe,3806906
Karnak Magic 1,01,DragonFang,3806906
Karnak Magic 1,01,Giant's Gloves,3806906
Karnak Magic 1,01,Stealth Suit,3806906
Karnak Magic 1,01,DblLance,3806906
Karnak Magic 1,01,Leather Armor,3806906
Karnak Magic 1,01,Chain Whip,3806906
Karnak Magic 2,01,Drain Sword,3806906
Karnak Magic 2,01,Air Blade,3806906
Karnak Magic 2,01,Flame Scroll,3806906
Karnak Magic 2,01,RuneEdge,3806906
Karnak Magic 2,01,Lamia's Harp,3806906
Karnak Magic 2,01,Wizard Rod,3806906
Karnak Magic 2,01,Angel Gwn,3806906
Karnak Magic 2,01,Silver Armlet,3806906
Karnak Magic 3,07,White Lv.3,3806906
Karnak Magic 3,07,MgcSwrd Lv.3,3806906
Karnak Magic 3,07,Mantra,3806906
Karnak Magic 3,07,Bard,3806906
Karnak Magic 3,07,None,3806906
Karnak Magic 3,07,None,3806906
Karnak Magic 3,07,None,3806906
Karnak Magic 3,07,None,3806906
Crescent Weapon,00,L5 Doom,3806906
Crescent Weapon,00,Aero 3,3806906
Crescent Weapon,00,Void,3806906
Crescent Weapon,00,Break,3806906
Crescent Weapon,00,None,3806906
Crescent Weapon,00,None,3806906
Crescent Weapon,00,None,3806906
Crescent Weapon,00,None,3806906
Crescent Armor,07,Dimen Lv.6,3806906
Crescent Armor,07,Black Lv.5,3806906
Crescent Armor,07,None,3806906
Crescent Armor,07,None,3806906
Crescent Armor,07,None,3806906
Crescent Armor,07,None,3806906
Crescent Armor,07,None,3806906
Crescent Armor,07,None,3806906
Istory Relic,00,Ifrit,3806906
Istory Relic,00,Requiem,3806906
Istory Relic,00,????,3806906
Istory Relic,00,None,3806906
Istory Relic,00,None,3806906
Istory Relic,00,None,3806906
Istory Relic,00,None,3806906
Istory Relic,00,None,3806906
Jacole Weapon,01,Flametongue,3806906
Jacole Weapon,01,Hero Drink,3806906
Jacole Weapon,01,Iron Helm,3806906
Jacole Weapon,01,Mythril Spear,3806906
Jacole Weapon,01,ManEater,3806906
Jacole Weapon,01,Ice Bow,3806906
Jacole Weapon,01,Maiden's Kiss,3806906
Jacole Weapon,01,Revivify,3806906
Jacole Armor,01,Hero Drink,3806906
Jacole Armor,01,Silk robe,3806906
Jacole Armor,01,DarkHood,3806906
Jacole Armor,01,GrnBeret,3806906
Jacole Armor,01,Cabin,3806906
Jacole Armor,01,None,3806906
Jacole Armor,01,None,3806906
Jacole Armor,01,None,3806906
Common World 2 Inn 1,01,Shuriken,3806906
Common World 2 Inn 1,01,Golden Armor,3806906
Common World 2 Inn 1,01,Power Staff,3806906
Common World 2 Inn 1,01,Flame Whip,3806906
Common World 2 Inn 1,01,Flametongue,3806906
Common World 2 Inn 1,01,Flame Ring,3806906
Common World 2 Inn 1,01,Dagger,3806906
Common World 2 Inn 1,01,Mythril Knife,3806906
Lix Guild,07,Medicine,3806906
Lix Guild,07,Mimic,3806906
Lix Guild,07,Equip Katana,3806906
Lix Guild,07,Equip Harps,3806906
Lix Guild,07,None,3806906
Lix Guild,07,None,3806906
Lix Guild,07,None,3806906
Lix Guild,07,None,3806906
Lix Armor,00,Charm,3806906
Lix Armor,00,Speed,3806906
Lix Armor,00,None,3806906
Lix Armor,00,None,3806906
Lix Armor,00,None,3806906
Lix Armor,00,None,3806906
Lix Armor,00,None,3806906
Lix Armor,00,None,3806906
Lix Magic,01,Training Suit,3806906
Lix Magic,01,RuneEdge,3806906
Lix Magic,01,Air Lance,3806906
Lix Magic,01,BeastKiller,3806906
Lix Magic,01,Maiden's Kiss,3806906
Lix Magic,01,None,3806906
Lix Magic,01,None,3806906
Lix Magic,01,None,3806906
Rugor Weapon,00,Dispel,3806906
Rugor Weapon,00,Syldra,3806906
Rugor Weapon,00,GblinPnch,3806906
Rugor Weapon,00,Vitality,3806906
Rugor Weapon,00,Hammer,3806906
Rugor Weapon,00,None,3806906
Rugor Weapon,00,None,3806906
Rugor Weapon,00,None,3806906
Rugor Armor,07,Capture,3806906
Rugor Armor,07,Black Lv.1,3806906
Rugor Armor,07,Monk,3806906
Rugor Armor,07,X-Magic,3806906
Rugor Armor,07,None,3806906
Rugor Armor,07,None,3806906
Rugor Armor,07,None,3806906
Rugor Armor,07,None,3806906
Common World 2 Inn 2,01,Flame Ring,3806906
Common World 2 Inn 2,01,Angel Ring,3806906
Common World 2 Inn 2,01,RegalCut,3806906
Common World 2 Inn 2,01,Gale Bow,3806906
Common World 2 Inn 2,01,Power Wrist,3806906
Common World 2 Inn 2,01,Whip,3806906
Common World 2 Inn 2,01,Genji Armor,3806906
Common World 2 Inn 2,01,Lamia's Harp,3806906
Bal/Kelb Weapon,00,L4 Qrter,3806906
Bal/Kelb Weapon,00,Size,3806906
Bal/Kelb Weapon,00,Ice3,3806906
Bal/Kelb Weapon,00,Fire2,3806906
Bal/Kelb Weapon,00,Break,3806906
Bal/Kelb Weapon,00,None,3806906
Bal/Kelb Weapon,00,None,3806906
Bal/Kelb Weapon,00,None,3806906
Bal/Kelb Armor,00,L3 Flare,3806906
Bal/Kelb Armor,00,Sylph,3806906
Bal/Kelb Armor,00,Old,3806906
Bal/Kelb Armor,00,Antdt,3806906
Bal/Kelb Armor,00,MgthyGrd,3806906
Bal/Kelb Armor,00,None,3806906
Bal/Kelb Armor,00,None,3806906
Bal/Kelb Armor,00,None,3806906
Kelb Weapon,07,GilToss,3806906
Kelb Weapon,07,Agility,3806906
Kelb Weapon,07,Equip Rods,3806906
Kelb Weapon,07,Samurai,3806906
Kelb Weapon,07,None,3806906
Kelb Weapon,07,None,3806906
Kelb Weapon,07,None,3806906
Kelb Weapon,07,None,3806906
Kelb Armor,01,Mage Masher,3806906
Kelb Armor,01,Forged,3806906
Kelb Armor,01,Eyedrop,3806906
Kelb Armor,01,Ice Rod,3806906
Kelb Armor,01,Potion,3806906
Kelb Armor,01,Soft,3806906
Kelb Armor,01,None,3806906
Kelb Armor,01,None,3806906
Common World 2 Magic 1,01,Ice Shield,3806906
Common World 2 Magic 1,01,Power Staff,3806906
Common World 2 Magic 1,01,Knife,3806906
Common World 2 Magic 1,01,Silver Harp,3806906
Common World 2 Magic 1,01,Bandana,3806906
Common World 2 Magic 1,01,Potion,3806906
Common World 2 Magic 1,01,Cabin,3806906
Common World 2 Magic 1,01,None,3806906
Common World 2 Magic 2,07,Caution,3806906
Common World 2 Magic 2,07,White Lv.2,3806906
Common World 2 Magic 2,07,Flirt,3806906
Common World 2 Magic 2,07,None,3806906
Common World 2 Magic 2,07,None,3806906
Common World 2 Magic 2,07,None,3806906
Common World 2 Magic 2,07,None,3806906
Common World 2 Magic 2,07,None,3806906
