shop_name,value
Bal/Kelb Armor,1.7272727272727273
Bal/Kelb Weapon,1.7142857142857142
Carwen Armor,2.0588235294117645
Carwen Inn,1.9285714285714286
Carwen Magic,2.176470588235294
Carwen Weapon,2.076923076923077
Common World 1 Inn,2.4545454545454546
Common World 2 Inn 1,2.0
Common World 2 Inn 2,2.0555555555555554
Common World 2 Magic 1,1.894736842105263
Common World 2 Magic 2,2.0833333333333335
Common World 2 Magic 3,2.1538461538461537
Crescent Armor,2.0714285714285716
Crescent Weapon,1.75
Dwarf Armor,2.230769230769231
Dwarf Magic,2.4
Dwarf Weapon,2.0
Istory Relic,2.0
Jacole Armor,1.85
Jacole Weapon,2.2
Karnak Armor,2.0
Karnak Magic 1,2.3043478260869565
Karnak Magic 2,2.7083333333333335
Karnak Magic 3,2.0714285714285716
Karnak Weapon 1,2.55
Karnak Weapon 2,2.3333333333333335
Kelb Armor,1.7857142857142858
Kelb Weapon,2.1904761904761907
Lix Armor,2.3076923076923075
Lix Guild,1.9545454545454546
Lix Inn,2.3157894736842106
Lix Magic,2.1666666666666665
Mirage Armor,2.1739130434782608
Mirage Guild,1.4736842105263157
Mirage Inn 1,2.5416666666666665
Mirage Inn 2,2.1818181818181817
Mirage Magic 1,2.3684210526315788
Mirage Magic 2,1.7916666666666667
Mirage Relic,2.2
Mirage Weapon,2.0476190476190474
Mua Armor,2.5
Mua Magic 1,2.238095238095238
Mua Magic 2,2.0588235294117645
Mua Magic 3,1.7
Mua Weapon,1.7777777777777777
Rugor Armor,1.9375
Rugor Weapon,1.9333333333333333
Surgate Armor,2.3043478260869565
Surgate Weapon,2.3125
Tule Armor,2.0714285714285716
Tule Inn,2.3636363636363638
Tule Magic,2.2916666666666665
Tule Weapon,1.9545454545454546
Worus Armor,1.9444444444444444
Worus Magic,2.4285714285714284
Worus Weapon,1.9090909090909092
