check,reward,mib,reward_value,seed
Wind Crystal Knight,MgcSword Ability Progressive,,0,3353832
Wind Crystal BlueMage,BlueMage Job Crystal,,0,3353832
Wind Crystal BlackMage,Shiva->Ramuh->Ifrit->Bahmut,,0,3353832
Wind Crystal WhiteMage,Cursed Ring,,2500,3353832
Wind Crystal Monk,2-Handed,,0,3353832
Wind Crystal Thief,Coronet,,6000,3353832
Fire Crystal Mediator,Fire Black Magic Progressive,,0,3353832
Fire Crystal Geomancer,Power Staff,,900,3353832
Fire Crystal Ninja,Dimen Ability Progressive,,0,3353832
Black Choco Crystals Bard,Fire Sword Magic Progressive,,0,3353832
Black Choco Crystals Hunter,Ninja Job Crystal,,0,3353832
Earth Crystal Samurai,Venom Rod,,750,3353832
Earth Crystal Dragoon,GbnPnch->Emision->Missle->Blwfsh,,0,3353832
Earth Crystal Chemist,Slow->Stop->Slow2,,0,3353832
Earth Crystal Dancer,Ether,,750,3353832
Leviathan Esper Levia,Hunter Job Crystal,,0,3353832
Titan Titan,L4Qrter->L3Flare->L2Old->L5Doom,,0,3353832
Carbuncle Crbnkl,Battle Axe,,325,3353832
Syldra Syldra,Shiva->Ramuh->Ifrit->Bahmut,,0,3353832
Odin Odin,Condemn->Roulette->AquaRake,,0,3353832
Phoenix Phenix,LuckMallet,,25,3353832
Bahamut Bahmut,War Hammer,,3200,3353832
Life (or Strength) Song from Crescent Town bard Vitality,Sleep->Psych->Doom,,0,3353832
Temptation Song at Lix Charm,Red Shoes,,4900,3353832
Love Song at Istory Love,RuneEdge,,9500,3353832
Requiem Song at Kelb Requiem,Pray,,0,3353832
Speed Song at Surgate Speed,Void->Demi->Qrter->Old,,0,3353832
Magic Song at Ancient Library Magic,White Ability Progressive,,0,3353832
Power Song from Crescent Town Power,Dancing Dagger,,2900,3353832
Hero Song from Crescent Town Hero,Venom->Drain->Break Sword,,0,3353832
"Fork Tower, two Magics Holy",GuardOff->Hammer->MghtyGrd,,0,3353832
"Fork Tower, two Magics Flare",MgcSword Ability Progressive,,0,3353832
Meteo Meteo,Katana,,2900,3353832
"5 potions in Wind Shrine, bottom left guy Potion",Diamond Armor,,4000,3353832
"8 potions, Pirate after Torna Canal Key acquired Potion",Antdt->Image->Heal,,0,3353832
Chancellor at Tycoon Healing Staff,Elixir,,25000,3353832
Magisa & Forza Mythril Helm,Dancer Job Crystal,,0,3353832
CornaJar at Kelb CornaJar,Regen->Float->Reset->Xzone,,0,3353832
Ribbon from girl in Rugor Ribbon,Giant Drink,,55,3353832
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Ogre Killer,,1600,3353832
12 Kuzar Events Assassin,Black Ability Progressive,,0,3353832
12 Kuzar Events Apollo's Harp,MysticKnight Job Crystal,,0,3353832
12 Kuzar Events Excalibur,Thunder Rod,,375,3353832
12 Kuzar Events Flame Whip,Stealth Suit,,1500,3353832
12 Kuzar Events Earth Bell,Bandana,,1750,3353832
12 Kuzar Events Holy Lance,Barrier,,0,3353832
12 Kuzar Events Masamune,Life->Life2,,0,3353832
12 Kuzar Events Wizard Rod,Bolt Sword Magic Progressive,,0,3353832
12 Kuzar Events Rune Axe,BeastKiller,,7500,3353832
12 Kuzar Events Sage's Staff,Mirage Vest,,5000,3353832
12 Kuzar Events Sasuke,Sleep->Bio->Flare Sword,,0,3353832
12 Kuzar Events Yoichi Bow,Bolt Sword Magic Progressive,,0,3353832
Shiva Shiva,Masamune,,10000,3353832
Ifrit Ifrit,Bronze Armor,,200,3353832
Water Crystal Samurai,Preemptive,,0,3353832
Water Crystal Berserker,Gold Hairpin,,15000,3353832
Water Crystal MysticKnight,TimeMage Job Crystal,,0,3353832
Water Crystal TimeMage,Morning Star,,3900,3353832
Water Crystal Summoner,Armor->Shell->Wall->Dispel,,0,3353832
Brave Blade Brave Blade,ManEater,,12500,3353832
Chicken Knife Chicken Knife,Giyaman,,250,3353832
Tycoon Castle Cabin Cabin,Mimic,,0,3353832
Walse Tower Chest GoGo,Medicine,,0,3353832
Pyramid Top Pyramid Tablet,Giant's Gloves,,2500,3353832
Toad Event Toad,Dream Harp,,800,3353832
Aegis Shield Chest Aegis Shield,Kaiser Knuckles,,7500,3353832
Lone Wolf Barrel Cabin,Mirage Vest,,5000,3353832
Lone Wolf Chest Thunder Whip,Thunder Whip,,1100,3353832
Moat Item Epee,Brawl,,0,3353832
Shop Backdoor Lamia Harp,Ice Sword Magic Progressive,,0,3353832
Top of the Falls Magic Lamp,Staff,,100,3353832
Wind Shrine Chest Broadsword,Bandana,,1750,3353832
Beginner's House Chest Ether,Lamia's Harp,,1600,3353832
Beginner's House Chest 100,Ice Sword Magic Progressive,,0,3353832
Beginner's House Chest Potion,1000 gil,,1000,3353832
