shop_name,shop_type,item,seed
Tule Weapon,01,Broadsword,5053162
Tule Weapon,01,Wizard Rod,5053162
Tule Weapon,01,Gale Bow,5053162
Tule Weapon,01,Rod,5053162
Tule Weapon,01,TurtleShell,5053162
Tule Weapon,01,LuckMallet,5053162
Tule Weapon,01,Tent,5053162
Tule Weapon,01,None,5053162
Tule Armor,00,Mute,5053162
Tule Armor,00,Odin,5053162
Tule Armor,00,Sleep,5053162
Tule Armor,00,None,5053162
Tule Armor,00,None,5053162
Tule Armor,00,None,5053162
Tule Armor,00,None,5053162
Tule Armor,00,None,5053162
Tule Inn,00,Phenix,5053162
Tule Inn,00,None,5053162
Tule Inn,00,None,5053162
Tule Inn,00,None,5053162
Tule Inn,00,None,5053162
Tule Inn,00,None,5053162
Tule Inn,00,None,5053162
Tule Inn,00,None,5053162
Tule Magic,01,Mythril Shield,5053162
Tule Magic,01,Mythril Hammer,5053162
Tule Magic,01,Power Drink,5053162
Tule Magic,01,Cabin,5053162
Tule Magic,01,Flame Ring,5053162
Tule Magic,01,Phoenix Down,5053162
Tule Magic,01,Potion,5053162
Tule Magic,01,Phoenix Down,5053162
Carwen Weapon,01,Leather Cap,5053162
Carwen Weapon,01,Whip,5053162
Carwen Weapon,01,Chain Whip,5053162
Carwen Weapon,01,Gungnir,5053162
Carwen Weapon,01,Kaiser Knuckles,5053162
Carwen Weapon,01,Antidote,5053162
Carwen Weapon,01,None,5053162
Carwen Weapon,01,None,5053162
Carwen Armor,07,Dancer,5053162
Carwen Armor,07,Summoner,5053162
Carwen Armor,07,Dimen Lv.1,5053162
Carwen Armor,07,Samurai,5053162
Carwen Armor,07,None,5053162
Carwen Armor,07,None,5053162
Carwen Armor,07,None,5053162
Carwen Armor,07,None,5053162
Carwen Inn,01,Mythril Hammer,5053162
Carwen Inn,01,Ribbon,5053162
Carwen Inn,01,Bard's Surplice,5053162
Carwen Inn,01,RisingSun,5053162
Carwen Inn,01,Pinwheel,5053162
Carwen Inn,01,Golden Helm,5053162
Carwen Inn,01,Bronze Shield,5053162
Carwen Inn,01,Flame Scroll,5053162
Carwen Magic,07,DrgnSwd,5053162
Carwen Magic,07,Escape,5053162
Carwen Magic,07,Counter,5053162
Carwen Magic,07,Equip Swords,5053162
Carwen Magic,07,None,5053162
Carwen Magic,07,None,5053162
Carwen Magic,07,None,5053162
Carwen Magic,07,None,5053162
Worus Weapon,07,Hide,5053162
Worus Weapon,07,Summon Lv.3,5053162
Worus Weapon,07,None,5053162
Worus Weapon,07,None,5053162
Worus Weapon,07,None,5053162
Worus Weapon,07,None,5053162
Worus Weapon,07,None,5053162
Worus Weapon,07,None,5053162
Worus Armor,00,Ice2,5053162
Worus Armor,00,Ramuh,5053162
Worus Armor,00,Haste,5053162
Worus Armor,00,Cure2,5053162
Worus Armor,00,Heal,5053162
Worus Armor,00,None,5053162
Worus Armor,00,None,5053162
Worus Armor,00,None,5053162
Worus Magic,01,Ogre Killer,5053162
Worus Magic,01,Epee Sword,5053162
Worus Magic,01,Ramuh,5053162
Worus Magic,01,Gauntlets,5053162
Worus Magic,01,OmegaMedl,5053162
Worus Magic,01,Eyedrop,5053162
Worus Magic,01,None,5053162
Worus Magic,01,None,5053162
Karnak Weapon 1,00,Bersk,5053162
Karnak Weapon 1,00,Fire,5053162
Karnak Weapon 1,00,Antdt,5053162
Karnak Weapon 1,00,Aero 3,5053162
Karnak Weapon 1,00,Ifrit,5053162
Karnak Weapon 1,00,None,5053162
Karnak Weapon 1,00,None,5053162
Karnak Weapon 1,00,None,5053162
Karnak Weapon 2,01,Magus,5053162
Karnak Weapon 2,01,Mage Masher,5053162
Karnak Weapon 2,01,Avis Killer,5053162
Karnak Weapon 2,01,Glasses,5053162
Karnak Weapon 2,01,Potion,5053162
Karnak Weapon 2,01,Ether,5053162
Karnak Weapon 2,01,Maiden's Kiss,5053162
Karnak Weapon 2,01,Maiden's Kiss,5053162
Karnak Armor,01,Lumina Robe,5053162
Karnak Armor,01,Dream Harp,5053162
Karnak Armor,01,Full Moon,5053162
Karnak Armor,01,Ice Rod,5053162
Karnak Armor,01,Dancing Dagger,5053162
Karnak Armor,01,Water Scroll,5053162
Karnak Armor,01,Circlet,5053162
Karnak Armor,01,Tiger Mask,5053162
Common World 1 Inn,07,Black Lv.6,5053162
Common World 1 Inn,07,Animals,5053162
Common World 1 Inn,07,DmgFloor,5053162
Common World 1 Inn,07,Summon Lv.1,5053162
Common World 1 Inn,07,None,5053162
Common World 1 Inn,07,None,5053162
Common World 1 Inn,07,None,5053162
Common World 1 Inn,07,None,5053162
Karnak Magic 1,01,Morning Star,5053162
Karnak Magic 1,01,Protect Drink,5053162
Karnak Magic 1,01,Fire Bow,5053162
Karnak Magic 1,01,Golden Helm,5053162
Karnak Magic 1,01,Magus,5053162
Karnak Magic 1,01,Rod,5053162
Karnak Magic 1,01,Gale Bow,5053162
Karnak Magic 1,01,Chicken Knife,5053162
Karnak Magic 2,00,Bio,5053162
Karnak Magic 2,00,Holy,5053162
Karnak Magic 2,00,Scan,5053162
Karnak Magic 2,00,Life2,5053162
Karnak Magic 2,00,Shoat,5053162
Karnak Magic 2,00,None,5053162
Karnak Magic 2,00,None,5053162
Karnak Magic 2,00,None,5053162
Karnak Magic 3,07,Brawl,5053162
Karnak Magic 3,07,Mantra,5053162
Karnak Magic 3,07,Steal,5053162
Karnak Magic 3,07,Berserker,5053162
Karnak Magic 3,07,None,5053162
Karnak Magic 3,07,None,5053162
Karnak Magic 3,07,None,5053162
Karnak Magic 3,07,None,5053162
Crescent Weapon,07,Equip Axes,5053162
Crescent Weapon,07,Control,5053162
Crescent Weapon,07,Mediator,5053162
Crescent Weapon,07,Drink,5053162
