shop_name,shop_type,item,seed
Tule Weapon,01,Running Shoes,4215182
Tule Weapon,01,Assassin,4215182
Tule Weapon,01,Angel Ring,4215182
Tule Weapon,01,Bizen,4215182
Tule Weapon,01,None,4215182
Tule Weapon,01,None,4215182
Tule Weapon,01,None,4215182
Tule Weapon,01,None,4215182
Tule Armor,01,Iron Shield,4215182
Tule Armor,01,White Robe,4215182
Tule Armor,01,Coral Ring,4215182
Tule Armor,01,Kotetsu,4215182
Tule Armor,01,Ice Shield,4215182
Tule Armor,01,Ether,4215182
Tule Armor,01,Elixir,4215182
Tule Armor,01,LuckMallet,4215182
Tule Inn,00,Doom,4215182
Tule Inn,00,Ice,4215182
Tule Inn,00,None,4215182
Tule Inn,00,None,4215182
Tule Inn,00,None,4215182
Tule Inn,00,None,4215182
Tule Inn,00,None,4215182
Tule Inn,00,None,4215182
Tule Magic,01,Wind Spear,4215182
Tule Magic,01,Gungnir,4215182
Tule Magic,01,Ice Bow,4215182
Tule Magic,01,Angel Ring,4215182
Tule Magic,01,Leather Cap,4215182
Tule Magic,01,Genji Gloves,4215182
Tule Magic,01,Giant's Gloves,4215182
Tule Magic,01,Ether,4215182
Carwen Weapon,00,Flash,4215182
Carwen Weapon,00,Meteo,4215182
Carwen Weapon,00,Shiva,4215182
Carwen Weapon,00,Exploder,4215182
Carwen Weapon,00,None,4215182
Carwen Weapon,00,None,4215182
Carwen Weapon,00,None,4215182
Carwen Weapon,00,None,4215182
Carwen Armor,07,Aim,4215182
Carwen Armor,07,White Lv.5,4215182
Carwen Armor,07,Blue,4215182
Carwen Armor,07,SwdSlap,4215182
Carwen Armor,07,None,4215182
Carwen Armor,07,None,4215182
Carwen Armor,07,None,4215182
Carwen Armor,07,None,4215182
Carwen Inn,07,HP +20%,4215182
Carwen Inn,07,White Lv.2,4215182
Carwen Inn,07,White Lv.4,4215182
Carwen Inn,07,White Lv.3,4215182
Carwen Inn,07,None,4215182
Carwen Inn,07,None,4215182
Carwen Inn,07,None,4215182
Carwen Inn,07,None,4215182
Carwen Magic,01,Diamond Shield,4215182
Carwen Magic,01,Dream Harp,4215182
Carwen Magic,01,Phoenix Down,4215182
Carwen Magic,01,Golden Armor,4215182
Carwen Magic,01,Wind Spear,4215182
Carwen Magic,01,Lamia's Tiara,4215182
Carwen Magic,01,Protect Drink,4215182
Carwen Magic,01,Elf Cape,4215182
Worus Weapon,07,Hunter,4215182
Worus Weapon,07,Evade,4215182
Worus Weapon,07,Mimic,4215182
Worus Weapon,07,None,4215182
Worus Weapon,07,None,4215182
Worus Weapon,07,None,4215182
Worus Weapon,07,None,4215182
Worus Weapon,07,None,4215182
Worus Armor,00,Image,4215182
Worus Armor,00,DethClaw,4215182
Worus Armor,00,Slow,4215182
Worus Armor,00,Sylph,4215182
Worus Armor,00,Wall,4215182
Worus Armor,00,None,4215182
Worus Armor,00,None,4215182
Worus Armor,00,None,4215182
Worus Magic,01,Speed Drink,4215182
Worus Magic,01,RegalCut,4215182
Worus Magic,01,DblLance,4215182
Worus Magic,01,Power Wrist,4215182
Worus Magic,01,Bronze Helm,4215182
Worus Magic,01,Revivify,4215182
Worus Magic,01,Circlet,4215182
Worus Magic,01,Potion,4215182
Karnak Weapon 1,00,Titan,4215182
Karnak Weapon 1,00,Ice2,4215182
Karnak Weapon 1,00,Quick,4215182
Karnak Weapon 1,00,Bolt3,4215182
Karnak Weapon 1,00,DrkShock,4215182
Karnak Weapon 1,00,None,4215182
Karnak Weapon 1,00,None,4215182
Karnak Weapon 1,00,None,4215182
Karnak Weapon 2,00,Haste,4215182
Karnak Weapon 2,00,L4 Qrter,4215182
Karnak Weapon 2,00,Holy,4215182
Karnak Weapon 2,00,None,4215182
Karnak Weapon 2,00,None,4215182
Karnak Weapon 2,00,None,4215182
Karnak Weapon 2,00,None,4215182
Karnak Weapon 2,00,None,4215182
Karnak Armor,01,DragonFang,4215182
Karnak Armor,01,Sasuke,4215182
Karnak Armor,01,Flame Ring,4215182
Karnak Armor,01,AntiMagic Bow,4215182
Karnak Armor,01,Staff of Light,4215182
Karnak Armor,01,Soft,4215182
Karnak Armor,01,Earth Bell,4215182
Karnak Armor,01,Air Lance,4215182
Common World 1 Inn,01,Magus,4215182
Common World 1 Inn,01,Partisan,4215182
Common World 1 Inn,01,Ancient Sword,4215182
Common World 1 Inn,01,Mythril Armor,4215182
Common World 1 Inn,01,Ragnarok,4215182
Common World 1 Inn,01,DiamndPlt,4215182
Common World 1 Inn,01,Leather Cap,4215182
Common World 1 Inn,01,DarkHood,4215182
Karnak Magic 1,01,Angel Ring,4215182
Karnak Magic 1,01,Training Suit,4215182
Karnak Magic 1,01,Mythril Shield,4215182
Karnak Magic 1,01,Soft,4215182
Karnak Magic 1,01,Gaia Gear,4215182
Karnak Magic 1,01,TurtleShell,4215182
Karnak Magic 1,01,Cursed Shield,4215182
Karnak Magic 1,01,DiamndPlt,4215182
Karnak Magic 2,07,BlueMage,4215182
Karnak Magic 2,07,Samurai,4215182
Karnak Magic 2,07,Sing,4215182
Karnak Magic 2,07,Conjure,4215182
Karnak Magic 2,07,None,4215182
Karnak Magic 2,07,None,4215182
Karnak Magic 2,07,None,4215182
Karnak Magic 2,07,None,4215182
Karnak Magic 3,07,Black Lv.5,4215182
Karnak Magic 3,07,Agility,4215182
Karnak Magic 3,07,White Lv.6,4215182
Karnak Magic 3,07,Black Lv.6,4215182
Karnak Magic 3,07,None,4215182
Karnak Magic 3,07,None,4215182
Karnak Magic 3,07,None,4215182
Karnak Magic 3,07,None,4215182
Crescent Weapon,01,Diamond Armlet,4215182
Crescent Weapon,01,DiamndPlt,4215182
Crescent Weapon,01,Tinkerbell,4215182
Crescent Weapon,01,HiPotion,4215182
Crescent Weapon,01,TurtleShell,4215182
Crescent Weapon,01,Eyedrop,4215182
Crescent Weapon,01,LuckMallet,4215182
Crescent Weapon,01,LuckMallet,4215182
Crescent Armor,07,Catch,4215182
Crescent Armor,07,MysticKnight,4215182
Crescent Armor,07,None,4215182
Crescent Armor,07,None,4215182
Crescent Armor,07,None,4215182
Crescent Armor,07,None,4215182
Crescent Armor,07,None,4215182
Crescent Armor,07,None,4215182
Istory Relic,01,Thief's Glove,4215182
Istory Relic,01,Javelin,4215182
Istory Relic,01,Gold Hairpin,4215182
Istory Relic,01,Leather Armor,4215182
Istory Relic,01,Eyedrop,4215182
Istory Relic,01,Cabin,4215182
Istory Relic,01,Cabin,4215182
Istory Relic,01,None,4215182
