check,reward,mib,reward_value,seed
Wind Crystal Knight,Dream Harp,,800,4215182
Wind Crystal BlueMage,Shiva->Ramuh->Ifrit->Bahmut,,0,4215182
Wind Crystal BlackMage,Freelancer Job Crystal,,0,4215182
Wind Crystal WhiteMage,Ice Rod,,375,4215182
Wind Crystal Monk,Dancer Job Crystal,,0,4215182
Wind Crystal Thief,Epee Sword,,4200,4215182
Fire Crystal Mediator,Red1->Red2->Red3->X-Magic,,0,4215182
Fire Crystal Geomancer,Glasses,,125,4215182
Fire Crystal Ninja,Summon Ability Progressive,,0,4215182
Black Choco Crystals Bard,Drain Sword,,8000,4215182
Black Choco Crystals Hunter,Training Suit,,225,4215182
Earth Crystal Samurai,Ribbon,,17500,4215182
Earth Crystal Dragoon,Thunder Whip,,1100,4215182
Earth Crystal Chemist,GuardOff->Hammer->MghtyGrd,,0,4215182
Earth Crystal Dancer,Monk Job Crystal,,0,4215182
Leviathan Esper Levia,Golden Armor,,2000,4215182
Titan Titan,Wizard Rod,,10000,4215182
Carbuncle Crbnkl,Equip Harps,,0,4215182
Syldra Syldra,L4Qrter->L3Flare->L2Old->L5Doom,,0,4215182
Odin Odin,Mythril Glove,,300,4215182
Phoenix Phenix,Whip,,550,4215182
Bahamut Bahmut,GbnPnch->Emision->Missle->Blwfsh,,0,4215182
Life (or Strength) Song from Crescent Town bard Vitality,Potion,,20,4215182
Temptation Song at Lix Charm,Giant's Gloves,,2500,4215182
Love Song at Istory Love,Power->Vitality Song,,0,4215182
Requiem Song at Kelb Requiem,Steal,,0,4215182
Speed Song at Surgate Speed,MgcSword Ability Progressive,,0,4215182
Magic Song at Ancient Library Magic,Animals->Aim->X-Fight,,0,4215182
Power Song from Crescent Town Power,Bard's Surplice,,500,4215182
Hero Song from Crescent Town Hero,Chocob->Titan->Golem->Odin,,0,4215182
"Fork Tower, two Magics Holy",GrnBeret,,1250,4215182
"Fork Tower, two Magics Flare",Silver Plate,,300,4215182
Meteo Meteo,Wind Spear,,2700,4215182
"5 potions in Wind Shrine, bottom left guy Potion",HP +X%,,0,4215182
"8 potions, Pirate after Torna Canal Key acquired Potion",Iron Armor,,250,4215182
Chancellor at Tycoon Healing Staff,Bolt Black Magic Progressive,,0,4215182
Magisa & Forza Mythril Helm,Equip Katana,,0,4215182
CornaJar at Kelb CornaJar,Summon Ability Progressive,,0,4215182
Ribbon from girl in Rugor Ribbon,Katana,,2900,4215182
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Golden Shield,,1500,4215182
12 Kuzar Events Assassin,Kodachi,,2550,4215182
12 Kuzar Events Apollo's Harp,Bolt Black Magic Progressive,,0,4215182
12 Kuzar Events Excalibur,Comet->Meteo,,0,4215182
12 Kuzar Events Flame Whip,DoomCut,,2950,4215182
12 Kuzar Events Earth Bell,Venom->Drain->Break Sword,,0,4215182
12 Kuzar Events Holy Lance,Armor->Shell->Wall->Dispel,,0,4215182
12 Kuzar Events Masamune,Sleep->Bio->Flare Sword,,0,4215182
12 Kuzar Events Wizard Rod,Ninja Job Crystal,,0,4215182
12 Kuzar Events Rune Axe,Bolt Sword Magic Progressive,,0,4215182
12 Kuzar Events Sage's Staff,MP +X%,,0,4215182
12 Kuzar Events Sasuke,Bronze Armor,,200,4215182
12 Kuzar Events Yoichi Bow,Sleep->Bio->Flare Sword,,0,4215182
Shiva Shiva,Red1->Red2->Red3->X-Magic,,0,4215182
Ifrit Ifrit,Yoichi Bow,,10000,4215182
Water Crystal Samurai,Cure White Magic Progressive,,0,4215182
Water Crystal Berserker,Golden Armor,,2000,4215182
Water Crystal MysticKnight,Equip Bows,,0,4215182
Water Crystal TimeMage,Remora->Shoat->Levia,,0,4215182
Water Crystal Summoner,Cure White Magic Progressive,,0,4215182
Brave Blade Brave Blade,GilToss,,0,4215182
Chicken Knife Chicken Knife,Counter,,0,4215182
Tycoon Castle Cabin Cabin,Equip Rods,,0,4215182
Walse Tower Chest GoGo,Ribbon,,17500,4215182
Pyramid Top Pyramid Tablet,Tricorn Hat,,750,4215182
Toad Event Toad,Whip,,550,4215182
Aegis Shield Chest Aegis Shield,Charm->Hero@Song,,0,4215182
Lone Wolf Barrel Cabin,Thor Hammer,,15000,4215182
Lone Wolf Chest Thunder Whip,Thunder Whip,,1100,4215182
Moat Item Epee,Analyze,,0,4215182
Shop Backdoor Lamia Harp,GuardOff->Hammer->MghtyGrd,,0,4215182
Top of the Falls Magic Lamp,Genji Armor,,15000,4215182
