shop_name,value
Bal/Kelb Armor,1.6666666666666667
Bal/Kelb Weapon,2.142857142857143
Carwen Armor,2.0
Carwen Inn,1.5
Carwen Magic,2.875
Carwen Weapon,2.0
Common World 1 Inn,2.75
Common World 2 Inn 1,2.25
Common World 2 Inn 2,1.5
Common World 2 Magic 1,2.0
Common World 2 Magic 2,2.3333333333333335
Common World 2 Magic 3,3.0
Crescent Armor,2.0
Crescent Weapon,2.125
Dwarf Armor,1.3333333333333333
Dwarf Magic,2.125
Dwarf Weapon,2.375
Istory Relic,1.7142857142857142
Jacole Armor,2.0
Jacole Weapon,2.0
Karnak Armor,2.875
Karnak Magic 1,2.25
Karnak Magic 2,2.0
Karnak Magic 3,2.5
Karnak Weapon 1,2.142857142857143
Karnak Weapon 2,2.25
Kelb Armor,2.0
Kelb Weapon,2.0
Lix Armor,1.7142857142857142
Lix Guild,2.0
Lix Inn,2.625
Lix Magic,2.0
Mirage Armor,1.3333333333333333
Mirage Guild,2.0
Mirage Inn 1,1.8333333333333333
Mirage Inn 2,2.5
Mirage Magic 1,2.0
Mirage Magic 2,2.2857142857142856
Mirage Relic,2.5
Mirage Weapon,2.2857142857142856
Mua Armor,2.375
Mua Magic 1,2.0
Mua Magic 2,2.125
Mua Magic 3,2.0
Mua Weapon,2.3333333333333335
Rugor Armor,2.0
Rugor Weapon,2.375
Surgate Armor,2.2857142857142856
Surgate Weapon,2.2
Tule Armor,2.375
Tule Inn,2.0
Tule Magic,2.625
Tule Weapon,3.75
Worus Armor,2.0
Worus Magic,2.0
Worus Weapon,2.0
