check,reward,mib,reward_value,seed
Wind Crystal Knight,Wind Spear,,2700.0,4584465
Wind Crystal BlueMage,Bandana,,1750.0,4584465
Wind Crystal BlackMage,Golden Shield,,1500.0,4584465
Wind Crystal WhiteMage,Life->Life2,,0.0,4584465
Wind Crystal Monk,Ice Shield,,20000.0,4584465
Wind Crystal Thief,Thunder Bow,,1250.0,4584465
Fire Crystal Mediator,HiPotion,,180.0,4584465
Fire Crystal Geomancer,Mage Masher,,450.0,4584465
Fire Crystal Ninja,Thunder Whip,,1100.0,4584465
Black Choco Crystals Bard,Armor->Shell->Wall->Dispel,,0.0,4584465
Black Choco Crystals Hunter,Flirt,,0.0,4584465
Earth Crystal Samurai,Counter,,0.0,4584465
Earth Crystal Dragoon,Thunder Rod,,375.0,4584465
Earth Crystal Chemist,TurtleShell,,75.0,4584465
Earth Crystal Dancer,Lamia's Tiara,,1250.0,4584465
Leviathan Esper Levia,Black Ability Progressive,,0.0,4584465
Titan Titan,Animals->Aim->X-Fight,,0.0,4584465
Carbuncle Crbnkl,Dragon's Whisker,,2200.0,4584465
Syldra Syldra,Venom->Drain->Break,,0.0,4584465
Odin Odin,Elixir,,25000.0,4584465
Phoenix Phenix,Mythril Staff,,250.0,4584465
Bahamut Bahmut,????->Fusion->Exploder->DrkShock,,0.0,4584465
Life (or Strength) Song from Crescent Town bard Vitality,TimeMage Job Crystal,,0.0,4584465
Temptation Song at Lix Charm,Cure White Magic Progressive,,0.0,4584465
Love Song at Istory Love,Slow->Stop->Slow2,,0.0,4584465
Requiem Song at Kelb Requiem,Enhancer,,10000.0,4584465
Speed Song at Surgate Speed,Power Drink,,55.0,4584465
Magic Song at Ancient Library Magic,Leather Armor,,40.0,4584465
Power Song from Crescent Town Power,Slow->Stop->Slow2,,0.0,4584465
Hero Song from Crescent Town Hero,Hero Drink,,55.0,4584465
"Fork Tower, two Magics Holy",Cotton Robe,,150.0,4584465
"Fork Tower, two Magics Flare",Scan->Charm->Holy,,0.0,4584465
Meteo Meteo,Evade,,0.0,4584465
"5 potions in Wind Shrine, bottom left guy Potion",Potion,,20.0,4584465
"8 potions, Pirate after Torna Canal Key acquired Potion",Killer Bow,,2500.0,4584465
Chancellor at Tycoon Healing Staff,Wonder Wand,,5000.0,4584465
Magisa & Forza Mythril Helm,Sleep->Bio->Flare Sword,,0.0,4584465
CornaJar at Kelb CornaJar,Mirage Vest,,5000.0,4584465
Ribbon from girl in Rugor Ribbon,????->Fusion->Exploder->DrkShock,,0.0,4584465
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Ragnarok,,15000.0,4584465
12 Kuzar Events Assassin,Excalibur,,10000.0,4584465
12 Kuzar Events Apollo's Harp,Dimen Ability Progressive,,0.0,4584465
12 Kuzar Events Excalibur,Charm->Hero@Song,,0.0,4584465
12 Kuzar Events Flame Whip,Fire Black Magic Progressive,,0.0,4584465
12 Kuzar Events Earth Bell,Mirage Vest,,5000.0,4584465
12 Kuzar Events Holy Lance,Power->Vitality Song,,0.0,4584465
12 Kuzar Events Masamune,MgcSword Ability Progressive,,0.0,4584465
12 Kuzar Events Wizard Rod,Thornlet,,10000.0,4584465
12 Kuzar Events Rune Axe,Giyaman,,250.0,4584465
12 Kuzar Events Sage's Staff,Javelin,,50.0,4584465
12 Kuzar Events Sasuke,Bolt Sword Magic Progressive,,0.0,4584465
12 Kuzar Events Yoichi Bow,Dimen Ability Progressive,,0.0,4584465
Shiva Shiva,Tempest,,15000.0,4584465
