shop_name,value
Bal/Kelb Armor,2.5
Bal/Kelb Weapon,2.25
Carwen Armor,2.4285714285714284
Carwen Inn,2.875
Carwen Magic,2.875
Carwen Weapon,2.2
Common World 1 Inn,2.0
Common World 2 Inn 1,2.75
Common World 2 Inn 2,2.0
Common World 2 Magic 1,2.0
Common World 2 Magic 2,2.3333333333333335
Common World 2 Magic 3,2.0
Crescent Armor,2.0
Crescent Weapon,2.0
Dwarf Armor,2.5
Dwarf Magic,1.6666666666666667
Dwarf Weapon,1.6666666666666667
Istory Relic,2.142857142857143
Jacole Armor,2.3333333333333335
Jacole Weapon,2.0
Karnak Armor,2.0
Karnak Magic 1,2.142857142857143
Karnak Magic 2,2.0
Karnak Magic 3,2.375
Karnak Weapon 1,1.0
Karnak Weapon 2,2.3333333333333335
Kelb Armor,2.6
Kelb Weapon,2.875
Lix Armor,2.3333333333333335
Lix Guild,1.0
Lix Inn,2.0
Lix Magic,2.0
Mirage Armor,2.0
Mirage Guild,2.2
Mirage Inn 1,2.1666666666666665
Mirage Inn 2,2.0
Mirage Magic 1,2.0
Mirage Magic 2,1.625
Mirage Relic,1.375
Mirage Weapon,2.25
Mua Armor,2.375
Mua Magic 1,2.375
Mua Magic 2,2.3333333333333335
Mua Magic 3,2.1666666666666665
Mua Weapon,2.3333333333333335
Rugor Armor,2.0
Rugor Weapon,2.5
Surgate Armor,1.75
Surgate Weapon,2.0
Tule Armor,2.125
Tule Inn,1.75
Tule Magic,2.142857142857143
Tule Weapon,2.0
Worus Armor,2.142857142857143
Worus Magic,1.75
Worus Weapon,2.0
