shop_name,value
Bal/Kelb Armor,2.25
Bal/Kelb Weapon,1.8823529411764706
Carwen Armor,2.090909090909091
Carwen Inn,1.9411764705882353
Carwen Magic,2.076923076923077
Carwen Weapon,2.3846153846153846
Common World 1 Inn,2.25
Common World 2 Inn 1,2.2
Common World 2 Inn 2,2.1666666666666665
Common World 2 Magic 1,1.8333333333333333
Common World 2 Magic 2,2.5
Common World 2 Magic 3,2.176470588235294
Crescent Armor,2.0
Crescent Weapon,1.8823529411764706
Dwarf Armor,2.2777777777777777
Dwarf Magic,2.0
Dwarf Weapon,2.066666666666667
Istory Relic,2.0
Jacole Armor,2.2
Jacole Weapon,2.4375
Karnak Armor,2.3333333333333335
Karnak Magic 1,2.235294117647059
Karnak Magic 2,2.238095238095238
Karnak Magic 3,2.3181818181818183
Karnak Weapon 1,2.25
Karnak Weapon 2,2.076923076923077
Kelb Armor,1.6363636363636365
Kelb Weapon,1.85
Lix Armor,2.0
Lix Guild,1.875
Lix Inn,2.235294117647059
Lix Magic,1.6666666666666667
Mirage Armor,2.0588235294117645
Mirage Guild,2.25
Mirage Inn 1,2.2083333333333335
Mirage Inn 2,2.2142857142857144
Mirage Magic 1,2.235294117647059
Mirage Magic 2,2.4545454545454546
Mirage Relic,2.2142857142857144
Mirage Weapon,2.1333333333333333
Mua Armor,2.3043478260869565
Mua Magic 1,2.2
Mua Magic 2,2.0
Mua Magic 3,1.9473684210526316
Mua Weapon,2.1538461538461537
Rugor Armor,2.2083333333333335
Rugor Weapon,1.7
Surgate Armor,1.9230769230769231
Surgate Weapon,2.2
Tule Armor,2.0
Tule Inn,1.7
Tule Magic,2.1666666666666665
Tule Weapon,2.2
Worus Armor,2.0434782608695654
Worus Magic,1.8666666666666667
Worus Weapon,2.0625
