check,reward,mib,reward_value,seed
Wind Crystal Knight,Tricorn Hat,,750.0,4020190
Wind Crystal BlueMage,Mythril Shield,,295.0,4020190
Wind Crystal BlackMage,Condemn->Roulette->AquaRake,,0.0,4020190
Wind Crystal WhiteMage,Defender Sword,,5500.0,4020190
Wind Crystal Monk,Ice Black Magic Progressive,,0.0,4020190
Wind Crystal Thief,Rod,,100.0,4020190
Fire Crystal Mediator,Golden Helm,,1750.0,4020190
Fire Crystal Geomancer,Cursed Shield,,5000.0,4020190
Fire Crystal Ninja,Venom->Drain->Break,,0.0,4020190
Black Choco Crystals Bard,Red1->Red2->Red3->X-Magic,,0.0,4020190
Black Choco Crystals Hunter,Antidote,,15.0,4020190
Earth Crystal Samurai,Armor->Shell->Wall->Dispel,,0.0,4020190
Earth Crystal Dragoon,Golem,,0.0,4020190
Earth Crystal Chemist,Summon Ability Progressive,,0.0,4020190
Earth Crystal Dancer,Power Wrist,,1250.0,4020190
Leviathan Esper Levia,Genji Shield,,10000.0,4020190
Titan Titan,Fire Sword Magic Progressive,,0.0,4020190
Carbuncle Crbnkl,Equip Swords,,0.0,4020190
Syldra Syldra,Ice Black Magic Progressive,,0.0,4020190
Odin Odin,Soft,,75.0,4020190
Phoenix Phenix,LuckMallet,,25.0,4020190
Bahamut Bahmut,DblLance,,5400.0,4020190
Life (or Strength) Song from Crescent Town bard Vitality,Bronze Armor,,200.0,4020190
Temptation Song at Lix Charm,Slow->Stop->Slow2,,0.0,4020190
Love Song at Istory Love,Steal,,0.0,4020190
Requiem Song at Kelb Requiem,GbnPnch->Emision->Missle->Blwfsh,,0.0,4020190
Speed Song at Surgate Speed,Equip Bows,,0.0,4020190
Magic Song at Ancient Library Magic,Avis Killer,,10000.0,4020190
Power Song from Crescent Town Power,Air Lance,,3400.0,4020190
Hero Song from Crescent Town Hero,Angel Ring,,25000.0,4020190
"Fork Tower, two Magics Holy",Tricorn Hat,,750.0,4020190
"Fork Tower, two Magics Flare",Sleep->Bio->Flare Sword,,0.0,4020190
Meteo Meteo,Power Drink,,55.0,4020190
"5 potions in Wind Shrine, bottom left guy Potion",Dimen Ability Progressive,,0.0,4020190
"8 potions, Pirate after Torna Canal Key acquired Potion",Cover,,0.0,4020190
Chancellor at Tycoon Healing Staff,Angel Gwn,,1500.0,4020190
Magisa & Forza Mythril Helm,MgcSword Ability Progressive,,0.0,4020190
CornaJar at Kelb CornaJar,Fire Sword Magic Progressive,,0.0,4020190
Ribbon from girl in Rugor Ribbon,Remora->Shoat->Levia,,0.0,4020190
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Magic Lamp,,5000.0,4020190
12 Kuzar Events Assassin,Leather Cap,,25.0,4020190
12 Kuzar Events Apollo's Harp,GbnPnch->Emision->Missle->Blwfsh,,0.0,4020190
12 Kuzar Events Excalibur,Aero Blue Magic Progressive,,0.0,4020190
12 Kuzar Events Flame Whip,Diamond Armlet,,2000.0,4020190
12 Kuzar Events Earth Bell,Conjure,,0.0,4020190
12 Kuzar Events Holy Lance,Knight Job Crystal,,0.0,4020190
12 Kuzar Events Masamune,OmegaMedl,,0.0,4020190
12 Kuzar Events Wizard Rod,Armor->Shell->Wall->Dispel,,0.0,4020190
12 Kuzar Events Rune Axe,Venom Axe,,4800.0,4020190
12 Kuzar Events Sage's Staff,CornaJar,,5000.0,4020190
12 Kuzar Events Sasuke,Ramuh,,0.0,4020190
12 Kuzar Events Yoichi Bow,Haste->Exit->Hast2->Quick,,0.0,4020190
Shiva Shiva,Rune Chime,,10000.0,4020190
Ifrit Ifrit,Dagger,,150.0,4020190
Water Crystal Samurai,????->Fusion->Exploder->DrkShock,,0.0,4020190
Water Crystal Berserker,Dimen Ability Progressive,,0.0,4020190
Water Crystal MysticKnight,TurtleShell,,75.0,4020190
Water Crystal TimeMage,Broadsword,,140.0,4020190
Water Crystal Summoner,Maiden's Kiss,,30.0,4020190
Brave Blade Brave Blade,Trident,,1350.0,4020190
Chicken Knife Chicken Knife,Mute->Size->Bersk,,0.0,4020190
Tycoon Castle Cabin Cabin,Antidote,,15.0,4020190
Walse Tower Chest GoGo,Bandana,,1750.0,4020190
Pyramid Top Pyramid Tablet,Leather Shoes,,35.0,4020190
Toad Event Toad,Thunder Whip,,1100.0,4020190
Aegis Shield Chest Aegis Shield,GilToss,,0.0,4020190
Lone Wolf Barrel Cabin,L4Qrter->L3Flare->L2Old->L5Doom,,0.0,4020190
Lone Wolf Chest Thunder Whip,Speed Drink,,55.0,4020190
Moat Item Epee,Chicken Knife,,12500.0,4020190
Shop Backdoor Lamia Harp,Genji Helm,,12500.0,4020190
Top of the Falls Magic Lamp,Vampire->MindBlst->WhiteWind,,0.0,4020190
Wind Shrine Chest Broadsword,MP +X%,,0.0,4020190
Beginner's House Chest Ether,Sing,,0.0,4020190
Beginner's House Chest 100,9000 gil,,9000.0,4020190
Beginner's House Chest Potion,Enhancer,,10000.0,4020190
Beginner's House Chest Phoenix Down,Escape,,0.0,4020190
Beginner's House Chest Tent,Mythril Spear,,395.0,4020190
Beginner's House Chest Leather Shoes,Soot,MIB,50.0,4020190
Pirate's Cave Chest Leather Cap,100 gil,,100.0,4020190
Pirate's Cave Chest Tent,L4Qrter->L3Flare->L2Old->L5Doom,,0.0,4020190
Pirate's Cave Chest Ether,4400 gil,,4400.0,4020190
Pirate's Cave Chest 300,2000 gil,,2000.0,4020190
Wind Shrine Chest Tent,Silver Armlet,,250.0,4020190
Wind Shrine Chest Leather Cap,Magus,,1500.0,4020190
Wind Shrine Chest Staff,Flame Whip,,10000.0,4020190
Tule Barrel 150,Medicine,,0.0,4020190
Tule Box Leather Shoes,Fire Black Magic Progressive,,0.0,4020190
Tule Barrel Potion,300 gil,,300.0,4020190
Tule Box Tent,Flash->Time Slip->DethClaw,,0.0,4020190
Tule Bush Phoenix Down,Smoke,,0.0,4020190
Ship Graveyard Chest Flail,Sylph->Crbnkl->Phenix->Syldra,,0.0,4020190
Ship Graveyard Chest Phoenix Down,9900 gil,,9900.0,4020190
Ship Graveyard Chest Tent,Black Ability Progressive,,0.0,4020190
Ship Graveyard Box 990,Thief's Glove,,1500.0,4020190
Ship Graveyard Chest Potion,2500 gil,,2500.0,4020190
Ship Graveyard Chest Antidote,GbnPnch->Emision->Missle->Blwfsh,,0.0,4020190
Carwen Barrel Antidote,5000 gil,,5000.0,4020190
Carwen Box Ice Rod,Ice Rod,,375.0,4020190
Carwen Pot 1000,Venom->Drain->Break Sword,,0.0,4020190
North Mountain Chest Soft,HP +X%,,0.0,4020190
North Mountain Chest Phoenix Down,8000 gil,,8000.0,4020190
Walse Town Pot Glasses,Animals->Aim->X-Fight,,0.0,4020190
Tycoon Castle Pot Hi-Potion,Combine,,0.0,4020190
Tycoon Castle Pot Ether,Toad->Bio->Flare,,0.0,4020190
Tycoon Castle Barrel Elixir,Shuriken,,1250.0,4020190
Tycoon Castle Barrel Phoenix Down,Killer Bow,,2500.0,4020190
Tycoon Castle Barrel Cabin,White Ability Progressive,,0.0,4020190
Tycoon Castle Pot Elixir,Elixir,,25000.0,4020190
Tycoon Castle Pot Phoenix Down,2000 gil,,2000.0,4020190
Tycoon Castle Pot Maiden's Kiss,Ice Bow,,1250.0,4020190
Tycoon Castle Chest Shuriken,18000 gil,,18000.0,4020190
Tycoon Castle Chest Giyaman,Excalibur,,10000.0,4020190
Tycoon Castle Chest Katana,AntiMagic Bow,,5000.0,4020190
Walse Castle Chest Elf Cape,Equip Ribbon,,0.0,4020190
Walse Castle Pot 1000,Coronet,,6000.0,4020190
Walse Castle Pot Drag,Fire Sword Magic Progressive,,0.0,4020190
Walse Castle Box 490,12000 gil,,12000.0,4020190
Walse Castle Barrel Tent,BlackMage Job Crystal,,0.0,4020190
Walse Castle Barrel Phoenix Down,HiPotion,,180.0,4020190
Walse Tower Chest Silk robe,Tricorn Hat,,750.0,4020190
Walse Tower Chest Maiden's Kiss,Maiden's Kiss,,30.0,4020190
Walse Tower Chest Silver Armlet,Void->Demi->Qrter->Old,,0.0,4020190
Walse Tower Chest Ether,Shiva->Ramuh->Ifrit->Bahmut,,0.0,4020190
Tycoon Meteor Chest Phoenix Down,Enhancer,,10000.0,4020190
Karnak Castle Chest Gungnir,Thunder Scroll,,100.0,4020190
Karnak Castle Chest Thunder Scroll,Speed Drink,MIB,55.0,4020190
Karnak Castle Chest 2000,Earth Bell,MIB,4500.0,4020190
Karnak Castle Chest Elixir,Stealth Suit,MIB,1500.0,4020190
Karnak Castle Chest Ribbon,Excailbur,MIB,5000.0,4020190
Karnak Castle Chest Shuriken,Elixir,,25000.0,4020190
Karnak Castle Chest Elf Cape,Murasume,MIB,10000.0,4020190
Karnak Castle Chest Guardian,Golden Shield,MIB,1500.0,4020190
Karnak Town Barrel Fire Rod,DmgFloor,,0.0,4020190
Steamship Chest Cabin,Thief Job Crystal,,0.0,4020190
Steamship Chest Phoenix Down,9500 gil,,9500.0,4020190
Steamship Chest Elixir,Genji Armor,,15000.0,4020190
