check,value
12 Kuzar Events Apollo's Harp,2.5384615384615383
12 Kuzar Events Assassin,2.3333333333333335
12 Kuzar Events Earth Bell,2.4285714285714284
12 Kuzar Events Excalibur,2.3846153846153846
12 Kuzar Events Flame Whip,2.3
12 Kuzar Events Holy Lance,1.875
12 Kuzar Events Masamune,2.066666666666667
12 Kuzar Events Rune Axe,2.5454545454545454
12 Kuzar Events Sage's Staff,2.7857142857142856
12 Kuzar Events Sasuke,1.9090909090909092
12 Kuzar Events Wizard Rod,2.1
12 Kuzar Events Yoichi Bow,2.5384615384615383
"5 potions in Wind Shrine, bottom left guy Potion",2.7777777777777777
"8 potions, Pirate after Torna Canal Key acquired Potion",1.2307692307692308
Abductor New,4.0
AdamanTiMi New,4.0
Aegis Shield Chest Aegis Shield,3.2222222222222223
Ancient Library Chest Ether,2.25
Ancient Library Chest Phoenix Down,2.0
Ancient Library Chest Stealth Suit,1.8888888888888888
Antlion New,4.0
ArchaeAvis New,4.0
Atmos New,4.0
Bahamut Bahmut,2.3
Bahamut New,4.0
Bal Castle Chest Angel Gwn,3.0
Bal Castle Chest Exit,2.4444444444444446
Bal Castle Chest Hero Drink,1.8666666666666667
Barrier Tower Chest 18000,2.5
Barrier Tower Chest 9000,2.5294117647058822
Barrier Tower Chest Drain Sword,2.6842105263157894
Barrier Tower Chest Gold Hairpin,2.5
Beginner's House Chest 100,2.5454545454545454
Beginner's House Chest Ether,2.3636363636363638
Beginner's House Chest Leather Shoes,2.4
Beginner's House Chest Phoenix Down,2.6
Beginner's House Chest Potion,2.3333333333333335
Beginner's House Chest Tent,2.8
Black Choco Crystals Bard,2.357142857142857
Black Choco Crystals Hunter,2.5714285714285716
Brave Blade Brave Blade,2.1333333333333333
Byblos New,4.0
Carbuncle Crbnkl,2.5
Carbunkle New,4.0
Carwen Barrel Antidote,1.6363636363636365
Carwen Box Ice Rod,1.7142857142857142
Carwen Pot 1000,2.25
Chancellor at Tycoon Healing Staff,2.1333333333333333
Chicken Knife Chicken Knife,3.0
Chim.Brain New,4.0
CornaJar at Kelb CornaJar,2.8461538461538463
Crayclaw New,4.0
Earth Crystal Chemist,2.6666666666666665
Earth Crystal Dancer,2.2857142857142856
Earth Crystal Dragoon,2.3333333333333335
Earth Crystal Samurai,2.4166666666666665
Exdeath's Castle Chest 8000,2.3
Exdeath's Castle Chest 9900,1.875
Exdeath's Castle Chest DblLance,2.6363636363636362
Exdeath's Castle Chest Diamond Shield,2.9166666666666665
Exdeath's Castle Chest Elixir,2.6666666666666665
Exdeath's Castle Chest Ether,2.625
Exdeath's Castle Chest Gale Bow,2.375
Exdeath's Castle Chest Ice Shield,2.2857142857142856
Exdeath's Castle Chest IceBrand,2.1333333333333333
Exdeath's Castle Chest Kotetsu,1.8461538461538463
Exdeath's Castle Chest Partisan,2.75
Exdeath's Castle Chest Pinwheel,1.7777777777777777
Fire Crystal Geomancer,2.4285714285714284
Fire Crystal Mediator,2.466666666666667
Fire Crystal Ninja,2.3076923076923075
Flying Lonka Ruins Chest 5000,2.272727272727273
Flying Lonka Ruins Chest Ancient Sword,2.5555555555555554
Flying Lonka Ruins Chest Cabin,2.2
Flying Lonka Ruins Chest Elixir,2.4615384615384617
Flying Lonka Ruins Chest Ether,1.7
Flying Lonka Ruins Chest Full Moon,2.5
Flying Lonka Ruins Chest Golden Armor,2.4615384615384617
Flying Lonka Ruins Chest Golden Shield,2.9
Flying Lonka Ruins Chest Hi-Potion,2.3
Flying Lonka Ruins Chest Phoenix Down,2.1666666666666665
Flying Lonka Ruins Chest Power Wrist,2.727272727272727
Flying Lonka Ruins Chest Shuriken,2.25
Fork Tower L. Chest Ether,2.3333333333333335
Fork Tower L. Chest Wonder Wand,1.8571428571428572
Fork Tower R. Chest Defender Sword,2.1666666666666665
Fork Tower R. Chest Hi-Potion,2.8
"Fork Tower, two Magics Flare",2.3333333333333335
"Fork Tower, two Magics Holy",2.2
Galura New,4.0
Gilgamesh 1 New,4.0
Gilgamesh 2 New,4.0
Gilgamesh 3 & Enkidou New,4.0
Gilgamesh 4 New,4.0
GoGo New,4.0
Great Trench Chest DragonFang,2.4444444444444446
Great Trench Chest Ether,2.1
Great Trench Chest Flame Ring,2.4285714285714284
Great Trench Chest Kaiser Knuckles,2.0
Great Trench Chest Phoenix Down,2.5714285714285716
Great Trench Chest Water Scroll,2.6666666666666665
Guardians New,4.0
Hero Song from Crescent Town Hero,2.4285714285714284
Hiryuu Valley Chest 5000,2.0
Hiryuu Valley Chest 7000,2.4
Hiryuu Valley Chest Air Blade,2.857142857142857
Hiryuu Valley Chest Cabin,2.7
Hiryuu Valley Chest Coronet,2.7142857142857144
Hiryuu Valley Chest Phoenix Down,2.0
Hiryuu Valley Skull Bone Mail,2.0
HiryuuPlant New,4.0
Ifrit Ifrit,2.3846153846153846
Ifrit New,4.0
Istory Falls Chest 12000,1.6
Istory Falls Chest Aegis Shield,2.4545454545454546
Istory Falls Chest Air Lance,3.1818181818181817
Istory Falls Chest Artemis Bow,2.8125
Istory Falls Chest Enhancer,2.7
Istory Falls Chest Ether,1.9285714285714286
Istory Falls Chest Giant Drink,2.0625
Istory Falls Chest Giant's Axe,2.7142857142857144
Istory Falls Chest Guard Ring,2.625
Istory Falls Chest Phoenix Down,2.533333333333333
Istory Falls Chest Pinwheel,2.3
Istory Falls Chest RuneEdge,2.6
Istory Falls Chest TurtleShell,2.1538461538461537
Istory Falls Chest Wall Ring,2.769230769230769
Jacole Cave Chest Shuriken,2.5
Jacole Cave Chest Tent,2.0
Karlabos New,4.0
Karnak Castle Chest 2000,2.611111111111111
Karnak Castle Chest Elf Cape,2.65
Karnak Castle Chest Elixir,2.15
Karnak Castle Chest Guardian,2.619047619047619
Karnak Castle Chest Gungnir,2.2
Karnak Castle Chest Ribbon,2.6
Karnak Castle Chest Shuriken,3.2
Karnak Castle Chest Thunder Scroll,2.45
Karnak Town Barrel Fire Rod,3.3
Leviathan Esper Levia,2.4615384615384617
Leviathan New,4.0
Life (or Strength) Song from Crescent Town bard Vitality,2.4545454545454546
LiquiFlame New,4.0
Lone Wolf Barrel Cabin,1.75
Lone Wolf Chest Thunder Whip,2.25
Love Song at Istory Love,2.1818181818181817
Magic Song at Ancient Library Magic,2.4615384615384617
Magisa & Forza Mythril Helm,2.076923076923077
Magisa & Forza New,4.0
Merugene New,4.0
Meteo Meteo,2.5
Minotauros New,4.0
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,2.3846153846153846
Mirage Village Barrel Thief Knife,2.0
Moat Item Epee,2.533333333333333
Moogle Cave Chest 4400,2.4545454545454546
Moogle Cave Chest Phoenix Down,2.8333333333333335
Moogle Village Chest 1,3.0
Moogle Village Chest 10000,2.6
Moogle Village Chest Cabin,3.0
Moogle Village Chest Dancing Dagger,2.2222222222222223
Moogle Village Chest Elf Cape,2.3846153846153846
Moogle Village Chest Ether,2.3
