shop_name,value
Bal/Kelb Armor,2.223076923076923
Bal/Kelb Weapon,2.0185185185185186
Carwen Armor,2.0776699029126213
Carwen Inn,2.198473282442748
Carwen Magic,2.2977099236641223
Carwen Weapon,1.884297520661157
Common World 1 Inn,2.1810344827586206
Common World 2 Inn 1,2.220472440944882
Common World 2 Inn 2,2.2325581395348837
Common World 2 Magic 1,1.820754716981132
Common World 2 Magic 2,2.172043010752688
Common World 2 Magic 3,2.1710526315789473
Crescent Armor,1.911764705882353
Crescent Weapon,2.0970873786407767
Dwarf Armor,2.239669421487603
Dwarf Magic,2.0695652173913044
Dwarf Weapon,2.0106382978723403
Istory Relic,2.13953488372093
Jacole Armor,2.1
Jacole Weapon,2.103448275862069
Karnak Armor,2.2666666666666666
Karnak Magic 1,2.2416666666666667
Karnak Magic 2,2.2578125
Karnak Magic 3,2.090909090909091
Karnak Weapon 1,2.0727272727272728
Karnak Weapon 2,2.1232876712328768
Kelb Armor,1.970873786407767
Kelb Weapon,2.1880341880341883
Lix Armor,1.9
Lix Guild,2.0526315789473686
Lix Inn,2.0964912280701755
Lix Magic,2.1343283582089554
Mirage Armor,2.2444444444444445
Mirage Guild,2.108910891089109
Mirage Inn 1,2.242424242424242
Mirage Inn 2,2.341880341880342
Mirage Magic 1,2.1333333333333333
Mirage Magic 2,2.21875
Mirage Relic,1.925233644859813
Mirage Weapon,2.0551181102362204
Mua Armor,2.24
Mua Magic 1,2.0806451612903225
Mua Magic 2,2.1260504201680672
Mua Magic 3,2.09009009009009
Mua Weapon,1.9764705882352942
Rugor Armor,2.214814814814815
Rugor Weapon,2.235294117647059
Surgate Armor,2.1925925925925926
Surgate Weapon,2.0
Tule Armor,1.9904761904761905
Tule Inn,1.9767441860465116
Tule Magic,2.0826446280991737
Tule Weapon,1.8645833333333333
Worus Armor,2.060344827586207
Worus Magic,2.179310344827586
Worus Weapon,1.9176470588235295
