shop_name,shop_type,item,seed
Tule Weapon,00,Fire3,1367666
Tule Weapon,00,Charm,1367666
Tule Weapon,00,Fire3,1367666
Tule Weapon,00,None,1367666
Tule Weapon,00,None,1367666
Tule Weapon,00,None,1367666
Tule Weapon,00,None,1367666
Tule Weapon,00,None,1367666
Tule Armor,01,Water Scroll,1367666
Tule Armor,01,Circlet,1367666
Tule Armor,01,Flame Scroll,1367666
Tule Armor,01,DarkMatter,1367666
Tule Armor,01,TurtleShell,1367666
Tule Armor,01,TurtleShell,1367666
Tule Armor,01,Tent,1367666
Tule Armor,01,None,1367666
Tule Inn,07,Equip Ribbon,1367666
Tule Inn,07,Equip Katana,1367666
Tule Inn,07,None,1367666
Tule Inn,07,None,1367666
Tule Inn,07,None,1367666
Tule Inn,07,None,1367666
Tule Inn,07,None,1367666
Tule Inn,07,None,1367666
Tule Magic,00,Ice2,1367666
Tule Magic,00,Shiva,1367666
Tule Magic,00,Charm,1367666
Tule Magic,00,Fusion,1367666
Tule Magic,00,Demi,1367666
Tule Magic,00,None,1367666
Tule Magic,00,None,1367666
Tule Magic,00,None,1367666
Carwen Weapon,01,Dragoon Lance,1367666
Carwen Weapon,01,Tiger Mask,1367666
Carwen Weapon,01,DrgnCrest,1367666
Carwen Weapon,01,Diamond Armor,1367666
Carwen Weapon,01,HiPotion,1367666
Carwen Weapon,01,TurtleShell,1367666
Carwen Weapon,01,Antidote,1367666
Carwen Weapon,01,Tent,1367666
Carwen Armor,07,Ninja,1367666
Carwen Armor,07,Capture,1367666
Carwen Armor,07,RedMage,1367666
Carwen Armor,07,Throw,1367666
Carwen Armor,07,None,1367666
Carwen Armor,07,None,1367666
Carwen Armor,07,None,1367666
Carwen Armor,07,None,1367666
Carwen Inn,01,Flame Scroll,1367666
Carwen Inn,01,Lamia's Harp,1367666
Carwen Inn,01,Mythril Shield,1367666
Carwen Inn,01,Flame Ring,1367666
Carwen Inn,01,Diamond Armlet,1367666
Carwen Inn,01,Whip,1367666
Carwen Inn,01,Kotetsu,1367666
Carwen Inn,01,Lamia's Tiara,1367666
Carwen Magic,07,Summon Lv.4,1367666
Carwen Magic,07,MysticKnight,1367666
Carwen Magic,07,White Lv.3,1367666
Carwen Magic,07,Dragoon,1367666
Carwen Magic,07,None,1367666
Carwen Magic,07,None,1367666
Carwen Magic,07,None,1367666
Carwen Magic,07,None,1367666
Worus Weapon,01,Mythril Knife,1367666
Worus Weapon,01,Flame Ring,1367666
Worus Weapon,01,Ramuh,1367666
Worus Weapon,01,Defender Sword,1367666
Worus Weapon,01,Eyedrop,1367666
Worus Weapon,01,Eyedrop,1367666
Worus Weapon,01,Soft,1367666
Worus Weapon,01,LuckMallet,1367666
Worus Armor,01,GrnBeret,1367666
Worus Armor,01,DblLance,1367666
Worus Armor,01,Full Moon,1367666
Worus Armor,01,Flame Ring,1367666
Worus Armor,01,Flail,1367666
Worus Armor,01,Potion,1367666
Worus Armor,01,Elixir,1367666
Worus Armor,01,Maiden's Kiss,1367666
Worus Magic,00,Quick,1367666
Worus Magic,00,Roulette,1367666
Worus Magic,00,Ice,1367666
Worus Magic,00,Aero 2,1367666
Worus Magic,00,Exploder,1367666
Worus Magic,00,None,1367666
Worus Magic,00,None,1367666
Worus Magic,00,None,1367666
Karnak Weapon 1,01,Ice Rod,1367666
Karnak Weapon 1,01,Mythril Glove,1367666
Karnak Weapon 1,01,Defender Sword,1367666
Karnak Weapon 1,01,Silver Plate,1367666
Karnak Weapon 1,01,Dancing Dagger,1367666
Karnak Weapon 1,01,Bizen,1367666
Karnak Weapon 1,01,Silver Harp,1367666
Karnak Weapon 1,01,Potion,1367666
