check,reward,mib,reward_value,seed
Wind Crystal Knight,Black Ability Progressive,,0,7599490
Wind Crystal BlueMage,Coronet,,6000,7599490
Wind Crystal BlackMage,Lillith Rod,,1500,7599490
Wind Crystal WhiteMage,Chocob->Titan->Golem->Odin,,0,7599490
Wind Crystal Monk,Sage's Staff,,10000,7599490
Wind Crystal Thief,Sage's Staff,,10000,7599490
Fire Crystal Mediator,Life->Life2,,0,7599490
Fire Crystal Geomancer,Dimen Ability Progressive,,0,7599490
Fire Crystal Ninja,Sylph->Crbnkl->Phenix->Syldra,,0,7599490
Black Choco Crystals Bard,HP +X%,,0,7599490
Black Choco Crystals Hunter,Staff of Light,,1350,7599490
Earth Crystal Samurai,Knight Job Crystal,,0,7599490
Earth Crystal Dragoon,Barrier,,0,7599490
Earth Crystal Chemist,Black Ability Progressive,,0,7599490
Earth Crystal Dancer,MgcSword Ability Progressive,,0,7599490
Leviathan Esper Levia,Cabin,,300,7599490
Titan Titan,Chocob->Titan->Golem->Odin,,0,7599490
Carbuncle Crbnkl,Equip Spears,,0,7599490
Syldra Syldra,Mimic Job Crystal,,0,7599490
Odin Odin,Elven Bow,,3750,7599490
Phoenix Phenix,Black Ability Progressive,,0,7599490
Bahamut Bahmut,Gale Bow,,4250,7599490
Life (or Strength) Song from Crescent Town bard Vitality,Drink,,0,7599490
Temptation Song at Lix Charm,????->Fusion->Exploder->DrkShock,,0,7599490
Love Song at Istory Love,GuardOff->Hammer->MghtyGrd,,0,7599490
Requiem Song at Kelb Requiem,Mythril Helm,,275,7599490
Speed Song at Surgate Speed,Analyze,,0,7599490
Magic Song at Ancient Library Magic,Sleep->Psych->Doom,,0,7599490
Power Song from Crescent Town Power,Lamia's Harp,,1600,7599490
Hero Song from Crescent Town Hero,Artemis Bow,,15000,7599490
"Fork Tower, two Magics Holy",GbnPnch->Emision->Missle->Blwfsh,,0,7599490
"Fork Tower, two Magics Flare",Genji Gloves,,7500,7599490
Meteo Meteo,Summon Ability Progressive,,0,7599490
"5 potions in Wind Shrine, bottom left guy Potion",Mute->Psych->Holy Sword,,0,7599490
"8 potions, Pirate after Torna Canal Key acquired Potion",Battle Axe,,325,7599490
Chancellor at Tycoon Healing Staff,GbnPnch->Emision->Missle->Blwfsh,,0,7599490
Magisa & Forza Mythril Helm,Lumina Robe,,2000,7599490
CornaJar at Kelb CornaJar,Assassin,,10000,7599490
Ribbon from girl in Rugor Ribbon,Bolt Sword Magic Progressive,,0,7599490
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,FrogSong->TinySong->MoonFlut,,0,7599490
12 Kuzar Events Assassin,L4Qrter->L3Flare->L2Old->L5Doom,,0,7599490
12 Kuzar Events Apollo's Harp,Soft,,75,7599490
12 Kuzar Events Excalibur,Venom Rod,,750,7599490
12 Kuzar Events Flame Whip,Flame Scroll,,100,7599490
12 Kuzar Events Earth Bell,HiPotion,,180,7599490
12 Kuzar Events Holy Lance,Toad->Bio->Flare,,0,7599490
12 Kuzar Events Masamune,White Ability Progressive,,0,7599490
12 Kuzar Events Wizard Rod,Counter,,0,7599490
12 Kuzar Events Rune Axe,Hide,,0,7599490
12 Kuzar Events Sage's Staff,Mute->Size->Bersk,,0,7599490
12 Kuzar Events Sasuke,Kaiser Knuckles,,7500,7599490
12 Kuzar Events Yoichi Bow,Cure White Magic Progressive,,0,7599490
Shiva Shiva,Earth Bell,,4500,7599490
Ifrit Ifrit,Mythril Armor,,350,7599490
Water Crystal Samurai,DblLance,,5400,7599490
Water Crystal Berserker,Plumed Hat,,175,7599490
Water Crystal MysticKnight,Avis Killer,,10000,7599490
Water Crystal TimeMage,Red Shoes,,4900,7599490
Water Crystal Summoner,Red1->Red2->Red3->X-Magic,,0,7599490
Brave Blade Brave Blade,Tinkerbell,,750,7599490
Chicken Knife Chicken Knife,Enhancer,,10000,7599490
Tycoon Castle Cabin Cabin,GuardOff->Hammer->MghtyGrd,,0,7599490
Walse Tower Chest GoGo,Power Drink,,55,7599490
Pyramid Top Pyramid Tablet,Forged,,7400,7599490
Toad Event Toad,Shoat,,0,7599490
Aegis Shield Chest Aegis Shield,Aegis Shield,,2250,7599490
Lone Wolf Barrel Cabin,Cabin,,300,7599490
Lone Wolf Chest Thunder Whip,Thunder Whip,,1100,7599490
Moat Item Epee,Animals->Aim->X-Fight,,0,7599490
Shop Backdoor Lamia Harp,Power Staff,,900,7599490
Top of the Falls Magic Lamp,Sylph->Crbnkl->Phenix->Syldra,,0,7599490
Wind Shrine Chest Broadsword,1000 gil,,1000,7599490
Beginner's House Chest Ether,Genji Helm,,12500,7599490
Beginner's House Chest 100,12000 gil,,12000,7599490
Beginner's House Chest Potion,Void->Demi->Qrter->Old,,0,7599490
Beginner's House Chest Phoenix Down,Freelancer Job Crystal,,0,7599490
Beginner's House Chest Tent,Ogre Killer,,1600,7599490
