shop_name,value
Bal/Kelb Armor,2.3333333333333335
Bal/Kelb Weapon,2.4
Carwen Armor,2.2
Carwen Inn,2.2222222222222223
Carwen Magic,2.2857142857142856
Carwen Weapon,2.2
Common World 1 Inn,2.3157894736842106
Common World 2 Inn 1,1.9444444444444444
Common World 2 Inn 2,2.090909090909091
Common World 2 Magic 1,1.8181818181818181
Common World 2 Magic 2,2.0
Common World 2 Magic 3,2.0
Crescent Armor,1.9
Crescent Weapon,2.272727272727273
Dwarf Armor,2.1578947368421053
Dwarf Magic,2.1052631578947367
Dwarf Weapon,1.9285714285714286
Istory Relic,2.1818181818181817
Jacole Armor,2.3846153846153846
Jacole Weapon,2.3125
Karnak Armor,2.1904761904761907
Karnak Magic 1,2.15
Karnak Magic 2,2.2
Karnak Magic 3,2.235294117647059
Karnak Weapon 1,2.3333333333333335
Karnak Weapon 2,2.0714285714285716
Kelb Armor,1.7777777777777777
Kelb Weapon,2.4285714285714284
Lix Armor,1.6428571428571428
Lix Guild,2.0
Lix Inn,2.0
Lix Magic,1.9090909090909092
Mirage Armor,1.9
Mirage Guild,2.1333333333333333
Mirage Inn 1,2.4166666666666665
Mirage Inn 2,2.2
Mirage Magic 1,2.1666666666666665
Mirage Magic 2,2.388888888888889
Mirage Relic,2.1538461538461537
Mirage Weapon,1.7826086956521738
Mua Armor,1.8888888888888888
Mua Magic 1,2.409090909090909
Mua Magic 2,2.2
Mua Magic 3,1.8333333333333333
Mua Weapon,2.05
Rugor Armor,1.8888888888888888
Rugor Weapon,2.090909090909091
Surgate Armor,2.0625
Surgate Weapon,2.176470588235294
Tule Armor,2.5625
Tule Inn,2.2
Tule Magic,1.8823529411764706
Tule Weapon,1.8571428571428572
Worus Armor,2.0434782608695654
Worus Magic,2.2142857142857144
Worus Weapon,2.1666666666666665
