check,reward,mib,reward_value,seed
Wind Crystal Knight,Black Ability Progressive,,0,1237331
Wind Crystal BlueMage,Armor->Shell->Wall->Dispel,,0,1237331
Wind Crystal BlackMage,????->Fusion->Exploder->DrkShock,,0,1237331
Wind Crystal WhiteMage,Epee Sword,,4200,1237331
Wind Crystal Monk,Brave Blade,,15000,1237331
Wind Crystal Thief,Dream Harp,,800,1237331
Fire Crystal Mediator,ManEater,,12500,1237331
Fire Crystal Geomancer,Coral Ring,,25000,1237331
Fire Crystal Ninja,OmegaMedl,,0,1237331
Black Choco Crystals Bard,HP +X%,,0,1237331
Black Choco Crystals Hunter,Chocob->Titan->Golem->Odin,,0,1237331
Earth Crystal Samurai,RisingSun,,5500,1237331
Earth Crystal Dragoon,Power Wrist,,1250,1237331
Earth Crystal Chemist,Medicine,,0,1237331
Earth Crystal Dancer,Equip Spears,,0,1237331
Leviathan Esper Levia,Genji Gloves,,7500,1237331
Titan Titan,Artemis Bow,,15000,1237331
Carbuncle Crbnkl,Diamond Armor,,4000,1237331
Syldra Syldra,Thief Job Crystal,,0,1237331
Odin Odin,Knife,,75,1237331
Phoenix Phenix,Power Staff,,900,1237331
Bahamut Bahmut,Brawl,,0,1237331
Life (or Strength) Song from Crescent Town bard Vitality,Cotton Robe,,150,1237331
Temptation Song at Lix Charm,Masamune,,10000,1237331
Love Song at Istory Love,DblLance,,5400,1237331
Requiem Song at Kelb Requiem,Running Shoes,,25000,1237331
Speed Song at Surgate Speed,Battle Axe,,325,1237331
Magic Song at Ancient Library Magic,Dbl Grip,,0,1237331
Power Song from Crescent Town Power,Crystal Armor,,6000,1237331
Hero Song from Crescent Town Hero,Hide,,0,1237331
"Fork Tower, two Magics Holy",SwdSlap,,0,1237331
"Fork Tower, two Magics Flare",Water Scroll,,100,1237331
Meteo Meteo,Silver Harp,,400,1237331
"5 potions in Wind Shrine, bottom left guy Potion",Summon Ability Progressive,,0,1237331
"8 potions, Pirate after Torna Canal Key acquired Potion",L4Qrter->L3Flare->L2Old->L5Doom,,0,1237331
Chancellor at Tycoon Healing Staff,Animals->Aim->X-Fight,,0,1237331
Magisa & Forza Mythril Helm,Image,,0,1237331
CornaJar at Kelb CornaJar,Aero Blue Magic Progressive,,0,1237331
Ribbon from girl in Rugor Ribbon,Armor->Shell->Wall->Dispel,,0,1237331
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Apollo's Harp,,10000,1237331
12 Kuzar Events Assassin,Equip Shield,,0,1237331
12 Kuzar Events Apollo's Harp,Black Ability Progressive,,0,1237331
12 Kuzar Events Excalibur,Battle Axe,,325,1237331
12 Kuzar Events Flame Whip,GrnBeret,,1250,1237331
12 Kuzar Events Earth Bell,Counter,,0,1237331
12 Kuzar Events Holy Lance,Dancing Dagger,,2900,1237331
12 Kuzar Events Masamune,War Hammer,,3200,1237331
12 Kuzar Events Wizard Rod,Strength,,2250,1237331
12 Kuzar Events Rune Axe,Thunder Bow,,1250,1237331
12 Kuzar Events Sage's Staff,MgcSword Ability Progressive,,0,1237331
12 Kuzar Events Sasuke,CopperPlt,,175,1237331
12 Kuzar Events Yoichi Bow,Sing,,0,1237331
Shiva Shiva,Fire Sword Magic Progressive,,0,1237331
Ifrit Ifrit,GuardOff->Hammer->MghtyGrd,,0,1237331
Water Crystal Samurai,Cotton Robe,,150,1237331
Water Crystal Berserker,Regen->Float->Reset->Xzone,,0,1237331
Water Crystal MysticKnight,Conjure,,0,1237331
Water Crystal TimeMage,Venom->Drain->Break,,0,1237331
Water Crystal Summoner,Wonder Wand,,5000,1237331
Brave Blade Brave Blade,Wall Ring,,10000,1237331
Chicken Knife Chicken Knife,Chicken Knife,,12500,1237331
Tycoon Castle Cabin Cabin,Void->Demi->Qrter->Old,,0,1237331
Walse Tower Chest GoGo,Ice Shield,,20000,1237331
Pyramid Top Pyramid Tablet,GbnPnch->Emision->Missle->Blwfsh,,0,1237331
Toad Event Toad,FrogSong->TinySong->MoonFlut,,0,1237331
Aegis Shield Chest Aegis Shield,Regen->Float->Reset->Xzone,,0,1237331
Lone Wolf Barrel Cabin,Cabin,,300,1237331
Lone Wolf Chest Thunder Whip,Thunder Whip,,1100,1237331
Moat Item Epee,Training Suit,,225,1237331
Shop Backdoor Lamia Harp,Sleep->Bio->Flare Sword,,0,1237331
Top of the Falls Magic Lamp,Kodachi,,2550,1237331
Wind Shrine Chest Broadsword,Vampire->MindBlst->WhiteWind,,0,1237331
Beginner's House Chest Ether,Bolt Black Magic Progressive,,0,1237331
Beginner's House Chest 100,Shiva->Ramuh->Ifrit->Bahmut,,0,1237331
Beginner's House Chest Potion,490 gil,,490,1237331
Beginner's House Chest Phoenix Down,Fire Sword Magic Progressive,,0,1237331
Beginner's House Chest Tent,Aero Blue Magic Progressive,,0,1237331
Beginner's House Chest Leather Shoes,Running Shoes,,25000,1237331
Pirate's Cave Chest Leather Cap,RegalCut,,240,1237331
Pirate's Cave Chest Tent,Darkness Bow,,1900,1237331
Pirate's Cave Chest Ether,10000 gil,,10000,1237331
Pirate's Cave Chest 300,Bolt Sword Magic Progressive,,0,1237331
Wind Shrine Chest Tent,Guardian,,1300,1237331
Wind Shrine Chest Leather Cap,Diamond Shield,,3000,1237331
Wind Shrine Chest Staff,15000 gil,,15000,1237331
Tule Barrel 150,15000 gil,,15000,1237331
Tule Box Leather Shoes,BlueMage Job Crystal,,0,1237331
Tule Barrel Potion,DmgFloor,,0,1237331
Tule Box Tent,Mage Masher,MIB,450,1237331
Tule Bush Phoenix Down,Dimen Ability Progressive,,0,1237331
Ship Graveyard Chest Flail,5000 gil,,5000,1237331
Ship Graveyard Chest Phoenix Down,Escape,,0,1237331
Ship Graveyard Chest Tent,Strength,,2250,1237331
Ship Graveyard Box 990,Staff of Light,,1350,1237331
Ship Graveyard Chest Potion,20000 gil,,20000,1237331
Ship Graveyard Chest Antidote,Thunder Scroll,,100,1237331
Carwen Barrel Antidote,Void->Demi->Qrter->Old,,0,1237331
Carwen Box Ice Rod,18000 gil,,18000,1237331
Carwen Pot 1000,4400 gil,,4400,1237331
North Mountain Chest Soft,GuardOff->Hammer->MghtyGrd,,0,1237331
North Mountain Chest Phoenix Down,300 gil,,300,1237331
Walse Town Pot Glasses,Bone Mail,,15000,1237331
Tycoon Castle Pot Hi-Potion,18000 gil,,18000,1237331
Tycoon Castle Pot Ether,Equip Rods,,0,1237331
Tycoon Castle Barrel Elixir,Elixir,,25000,1237331
Tycoon Castle Barrel Phoenix Down,Cotton Robe,,150,1237331
Tycoon Castle Barrel Cabin,Cabin,,300,1237331
Tycoon Castle Pot Elixir,Trident,,1350,1237331
Tycoon Castle Pot Phoenix Down,9900 gil,,9900,1237331
Tycoon Castle Pot Maiden's Kiss,Giant's Axe,,20000,1237331
Tycoon Castle Chest Shuriken,Toad->Bio->Flare,,0,1237331
Tycoon Castle Chest Giyaman,2000 gil,,2000,1237331
Tycoon Castle Chest Katana,GuardOff->Hammer->MghtyGrd,,0,1237331
Walse Castle Chest Elf Cape,RedMage Job Crystal,,0,1237331
Walse Castle Pot 1000,Rune Chime,,10000,1237331
Walse Castle Pot Drag,Thornlet,,10000,1237331
Walse Castle Box 490,Guardian,,1300,1237331
Walse Castle Barrel Tent,Aegis Shield,,2250,1237331
Walse Castle Barrel Phoenix Down,RisingSun,,5500,1237331
Walse Tower Chest Silk robe,990 gil,,990,1237331
Walse Tower Chest Maiden's Kiss,Mythril Helm,,275,1237331
Walse Tower Chest Silver Armlet,Full Moon,,550,1237331
Walse Tower Chest Ether,Scan->Charm->Holy,,0,1237331
Tycoon Meteor Chest Phoenix Down,Sylph->Crbnkl->Phenix->Syldra,,0,1237331
Karnak Castle Chest Gungnir,Genji Armor,MIB,15000,1237331
Karnak Castle Chest Thunder Scroll,Maiden's Kiss,,30,1237331
Karnak Castle Chest 2000,Golden Armor,MIB,2000,1237331
Karnak Castle Chest Elixir,Revivify,MIB,75,1237331
Karnak Castle Chest Ribbon,Drain Sword,,8000,1237331
Karnak Castle Chest Shuriken,Protect Drink,MIB,55,1237331
Karnak Castle Chest Elf Cape,White Robe,MIB,4000,1237331
Karnak Castle Chest Guardian,Mage Masher,MIB,450,1237331
Karnak Town Barrel Fire Rod,10000 gil,,10000,1237331
Steamship Chest Cabin,Judgement Staff,,15000,1237331
Steamship Chest Phoenix Down,Shiva->Ramuh->Ifrit->Bahmut,,0,1237331
Steamship Chest Elixir,490 gil,,490,1237331
Steamship Chest GrnBeret,8000 gil,,8000,1237331
Steamship Chest Thief's Glove,Giant's Gloves,,2500,1237331
Ancient Library Chest Ether,1000 gil,,1000,1237331
Ancient Library Chest Phoenix Down,Ogre Killer,,1600,1237331
Ancient Library Chest Stealth Suit,Circlet,,2250,1237331
Jacole Cave Chest Shuriken,12000 gil,,12000,1237331
Jacole Cave Chest Tent,Killer Bow,,2500,1237331
Ruined City Chest Shuriken,9000 gil,,9000,1237331
