check,reward,mib,reward_value,seed
Wind Crystal Knight,Diamond Armlet,,2000.0,7281080
Wind Crystal BlueMage,RuneEdge,,9500.0,7281080
Wind Crystal BlackMage,CopperPlt,,175.0,7281080
Wind Crystal WhiteMage,Giant's Gloves,,2500.0,7281080
Wind Crystal Monk,FrogSong->TinySong->MoonFlut,,0.0,7281080
Wind Crystal Thief,Life->Life2,,0.0,7281080
Fire Crystal Mediator,Elven Bow,,3750.0,7281080
Fire Crystal Geomancer,Black Ability Progressive,,0.0,7281080
Fire Crystal Ninja,Rune Chime,,10000.0,7281080
Black Choco Crystals Bard,Ice Rod,,375.0,7281080
Black Choco Crystals Hunter,Giant Drink,,55.0,7281080
Earth Crystal Samurai,Sleep->Psych->Doom,,0.0,7281080
Earth Crystal Dragoon,Magic->Love@Song,,0.0,7281080
Earth Crystal Chemist,Plumed Hat,,175.0,7281080
Earth Crystal Dancer,Flail,,390.0,7281080
Leviathan Esper Levia,Ice Sword Magic Progressive,,0.0,7281080
Titan Titan,Angel Gwn,,1500.0,7281080
Carbuncle Crbnkl,AntiMagic Bow,,5000.0,7281080
Syldra Syldra,L4Qrter->L3Flare->L2Old->L5Doom,,0.0,7281080
Odin Odin,Ice Bow,,1250.0,7281080
Phoenix Phenix,Flash->Time Slip->DethClaw,,0.0,7281080
Bahamut Bahmut,Kunai,,300.0,7281080
Life (or Strength) Song from Crescent Town bard Vitality,Revive,,0.0,7281080
Temptation Song at Lix Charm,Equip Ribbon,,0.0,7281080
Love Song at Istory Love,Plumed Hat,,175.0,7281080
Requiem Song at Kelb Requiem,Bronze Armor,,200.0,7281080
Speed Song at Surgate Speed,Mute->Size->Bersk,,0.0,7281080
Magic Song at Ancient Library Magic,Dancing Dagger,,2900.0,7281080
Power Song from Crescent Town Power,Staff of Light,,1350.0,7281080
Hero Song from Crescent Town Hero,Cure White Magic Progressive,,0.0,7281080
"Fork Tower, two Magics Holy",Equip Katana,,0.0,7281080
"Fork Tower, two Magics Flare",Tame,,0.0,7281080
Meteo Meteo,Drink,,0.0,7281080
"5 potions in Wind Shrine, bottom left guy Potion",Flame Shield,,20000.0,7281080
"8 potions, Pirate after Torna Canal Key acquired Potion",Observe,,0.0,7281080
Chancellor at Tycoon Healing Staff,Summon Ability Progressive,,0.0,7281080
Magisa & Forza Mythril Helm,Kotetsu,,5900.0,7281080
CornaJar at Kelb CornaJar,Bronze Helm,,125.0,7281080
Ribbon from girl in Rugor Ribbon,Venom->Drain->Break,,0.0,7281080
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Masamune,,10000.0,7281080
12 Kuzar Events Assassin,Excalibur,,10000.0,7281080
12 Kuzar Events Apollo's Harp,White Ability Progressive,,0.0,7281080
12 Kuzar Events Excalibur,Healing Staff,,450.0,7281080
12 Kuzar Events Flame Whip,Battle Axe,,325.0,7281080
12 Kuzar Events Earth Bell,Remora->Shoat->Levia,,0.0,7281080
12 Kuzar Events Holy Lance,Mythril Hammer,,525.0,7281080
12 Kuzar Events Masamune,Fire Sword Magic Progressive,,0.0,7281080
12 Kuzar Events Wizard Rod,HP +X%,,0.0,7281080
12 Kuzar Events Rune Axe,Bronze Armor,,200.0,7281080
12 Kuzar Events Sage's Staff,L4Qrter->L3Flare->L2Old->L5Doom,,0.0,7281080
12 Kuzar Events Sasuke,Elf Cape,,2000.0,7281080
12 Kuzar Events Yoichi Bow,CornaJar,,5000.0,7281080
Shiva Shiva,Fire Sword Magic Progressive,,0.0,7281080
Ifrit Ifrit,Soft,,75.0,7281080
Water Crystal Samurai,Blue,,0.0,7281080
Water Crystal Berserker,Assassin,,10000.0,7281080
Water Crystal MysticKnight,Silk robe,,250.0,7281080
Water Crystal TimeMage,Thunder Scroll,,100.0,7281080
Water Crystal Summoner,Haste->Exit->Hast2->Quick,,0.0,7281080
Brave Blade Brave Blade,Ancient Sword,,2100.0,7281080
Chicken Knife Chicken Knife,Ice Shield,,20000.0,7281080
Tycoon Castle Cabin Cabin,Agility,,,7281080
Walse Tower Chest GoGo,Guard Ring,,15000.0,7281080
Pyramid Top Pyramid Tablet,Tinkerbell,,750.0,7281080
Toad Event Toad,Giant Drink,,55.0,7281080
Aegis Shield Chest Aegis Shield,Avis Killer,,10000.0,7281080
Lone Wolf Barrel Cabin,Equip Axes,,0.0,7281080
Lone Wolf Chest Thunder Whip,Dragon's Whisker,,2200.0,7281080
Moat Item Epee,Trident,,1350.0,7281080
Shop Backdoor Lamia Harp,Leather Armor,,40.0,7281080
Top of the Falls Magic Lamp,Thunder Bow,,1250.0,7281080
Wind Shrine Chest Broadsword,Samurai Job Crystal,,0.0,7281080
Beginner's House Chest Ether,Iron Armor,,250.0,7281080
Beginner's House Chest 100,Lamia's Tiara,,1250.0,7281080
Beginner's House Chest Potion,MgcSword Ability Progressive,,0.0,7281080
Beginner's House Chest Phoenix Down,Battle Axe,,325.0,7281080
Beginner's House Chest Tent,Ice Sword Magic Progressive,,0.0,7281080
Beginner's House Chest Leather Shoes,100 gil,,100.0,7281080
Pirate's Cave Chest Leather Cap,8000 gil,,8000.0,7281080
Pirate's Cave Chest Tent,10000 gil,,10000.0,7281080
Pirate's Cave Chest Ether,Kick,,0.0,7281080
Pirate's Cave Chest 300,Ice Rod,,375.0,7281080
Wind Shrine Chest Tent,9000 gil,,9000.0,7281080
Wind Shrine Chest Leather Cap,Flame Whip,,10000.0,7281080
Wind Shrine Chest Staff,Lillith Rod,,1500.0,7281080
Tule Barrel 150,Killer Bow,,2500.0,7281080
Tule Box Leather Shoes,Lamia's Tiara,,1250.0,7281080
Tule Barrel Potion,1000 gil,,1000.0,7281080
Tule Box Tent,Brave Blade,,15000.0,7281080
Tule Bush Phoenix Down,Flail,MIB,390.0,7281080
Ship Graveyard Chest Flail,15000 gil,,15000.0,7281080
Ship Graveyard Chest Phoenix Down,DarkMatter,,25000.0,7281080
Ship Graveyard Chest Tent,Bronze Helm,,125.0,7281080
Ship Graveyard Box 990,1000 gil,,1000.0,7281080
Ship Graveyard Chest Potion,Dream Harp,,800.0,7281080
Ship Graveyard Chest Antidote,Giant's Axe,,20000.0,7281080
Carwen Barrel Antidote,1000 gil,,1000.0,7281080
Carwen Box Ice Rod,Equip Whips,,0.0,7281080
Carwen Pot 1000,Bronze Shield,,145.0,7281080
North Mountain Chest Soft,9000 gil,,9000.0,7281080
North Mountain Chest Phoenix Down,DoomCut,,2950.0,7281080
Walse Town Pot Glasses,Ether,,750.0,7281080
Tycoon Castle Pot Hi-Potion,AntiMagic Bow,,5000.0,7281080
Tycoon Castle Pot Ether,25000 gil,,25000.0,7281080
Tycoon Castle Barrel Elixir,Ice Sword Magic Progressive,,0.0,7281080
